"","featureid","mz","rt","DTXSID","DB_name","name_original","formula_cleaned","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1185","165.0911-224.2",165.0911,224.2,"DTXSID9044746","DTXSID9044746","Propan-2-yl,benzoate","C10H12O2","nurse",NA,23914.12978,0,1
"1186","165.0911-224.2",165.0911,224.2,"DTXSID5048211","DTXSID5048211","Ethyl,4-methylbenzoate","C10H12O2","nurse",NA,23914.12978,0,1
"1187","165.0911-224.2",165.0911,224.2,"DTXSID9020617","DTXSID9020617","Eugenol","C10H12O2","nurse",NA,23914.12978,0,1
"1188","165.0911-224.2",165.0911,224.2,"DTXSID4040711","DTXSID4040711","Ethyl,2-methylbenzoate","C10H12O2","nurse",NA,23914.12978,0,1
"1189","165.09112-228.4",165.09112,228.4,"DTXSID9020617","DTXSID9020617","Eugenol","C10H12O2","nurse",NA,22470.0089,0,1
"1190","165.09112-228.4",165.09112,228.4,"DTXSID6041636","DTXSID6041636","(+/-)-alpha-Methylbenzyl,acetate","C10H12O2","nurse",NA,22470.0089,0,1
"1191","165.09112-228.4",165.09112,228.4,"DTXSID4044791","DTXSID4044791","Benzyl,propanoate","C10H12O2","nurse",NA,22470.0089,0,1
"1192","165.09112-228.4",165.09112,228.4,"DTXSID7044506","DTXSID7044506","2-Phenylethyl,acetate","C10H12O2","nurse",NA,22470.0089,0,1
"1193","165.09112-228.4",165.09112,228.4,"DTXSID4044878","DTXSID4044878","Propyl,benzoate","C10H12O2","nurse",NA,22470.0089,0,1
"1194","165.09112-228.4",165.09112,228.4,"DTXSID7022413","DTXSID7022413","Isoeugenol","C10H12O2","nurse",NA,22470.0089,1,1
"1195","165.09112-228.4",165.09112,228.4,"DTXSID8024862","DTXSID8024862","o-Cresyl,glycidyl,ether","C10H12O2","nurse",NA,22470.0089,0,1
"1196","165.09112-228.4",165.09112,228.4,"DTXSID2027414","DTXSID2027414","2,3-Dihydro-2,2-dimethyl-7-benzofuranol","C10H12O2","nurse",NA,22470.0089,0,1
"1197","165.09112-228.4",165.09112,228.4,"DTXSID5044495","DTXSID5044495","4-(4-Hydroxyphenyl)butan-2-one","C10H12O2","nurse",NA,22470.0089,0,1
"1198","165.09112-228.4",165.09112,228.4,"DTXSID5048211","DTXSID5048211","Ethyl,4-methylbenzoate","C10H12O2","nurse",NA,22470.0089,0,1
"1199","165.09112-228.4",165.09112,228.4,"DTXSID4040711","DTXSID4040711","Ethyl,2-methylbenzoate","C10H12O2","nurse",NA,22470.0089,0,1
"1200","165.09112-228.4",165.09112,228.4,"DTXSID9044746","DTXSID9044746","Propan-2-yl,benzoate","C10H12O2","nurse",NA,22470.0089,0,1
"1201","165.09118-231.1",165.09118,231.1,"DTXSID8024862","DTXSID8024862","o-Cresyl,glycidyl,ether","C10H12O2","nurse",NA,22087.54361,0,1
"1202","165.09118-231.1",165.09118,231.1,"DTXSID4044791","DTXSID4044791","Benzyl,propanoate","C10H12O2","nurse",NA,22087.54361,0,1
"1203","165.09118-231.1",165.09118,231.1,"DTXSID9020617","DTXSID9020617","Eugenol","C10H12O2","nurse",NA,22087.54361,0,1
"1204","165.09118-231.1",165.09118,231.1,"DTXSID5044495","DTXSID5044495","4-(4-Hydroxyphenyl)butan-2-one","C10H12O2","nurse",NA,22087.54361,0,1
"1205","165.09118-231.1",165.09118,231.1,"DTXSID7022413","DTXSID7022413","Isoeugenol","C10H12O2","nurse",NA,22087.54361,1,1
"1206","165.09118-231.1",165.09118,231.1,"DTXSID2027414","DTXSID2027414","2,3-Dihydro-2,2-dimethyl-7-benzofuranol","C10H12O2","nurse",NA,22087.54361,0,1
"1207","165.09118-231.1",165.09118,231.1,"DTXSID6041636","DTXSID6041636","(+/-)-alpha-Methylbenzyl,acetate","C10H12O2","nurse",NA,22087.54361,0,1
"1208","165.09118-231.1",165.09118,231.1,"DTXSID9044746","DTXSID9044746","Propan-2-yl,benzoate","C10H12O2","nurse",NA,22087.54361,0,1
"1209","165.09118-231.1",165.09118,231.1,"DTXSID5048211","DTXSID5048211","Ethyl,4-methylbenzoate","C10H12O2","nurse",NA,22087.54361,0,1
"1210","165.09118-231.1",165.09118,231.1,"DTXSID7044506","DTXSID7044506","2-Phenylethyl,acetate","C10H12O2","nurse",NA,22087.54361,0,1
"1211","165.09118-231.1",165.09118,231.1,"DTXSID4040711","DTXSID4040711","Ethyl,2-methylbenzoate","C10H12O2","nurse",NA,22087.54361,0,1
"1212","165.09118-231.1",165.09118,231.1,"DTXSID4044878","DTXSID4044878","Propyl,benzoate","C10H12O2","nurse",NA,22087.54361,0,1
"1213","166.05036-151.3",166.05036,151.3,"DTXSID30196309","DTXSID30196309","Benzoic,acid,,3-(aminocarbonyl)-","C8H7NO3","nurse",NA,375161.931,1,1
"1214","166.05036-151.3",166.05036,151.3,"DTXSID6025723","DTXSID6025723","2-Nitroacetophenone","C8H7NO3","nurse",NA,375161.931,0,1
"1215","166.07305-108.6",166.07305,108.6,"DTXSID4049377","DTXSID4049377","1-Methylguanine","C6H7N5O","nurse",NA,111127.7433,0,1
"1216","166.08687-129.9",166.08687,129.9,"MTX1015","DTXSID9024489-BTMR1242","","C9H11NO2","nurse",NA,2920440.072,0,1
"1217","166.08687-129.9",166.08687,129.9,"DTXSID8021804","DTXSID8021804","Benzocaine","C9H11NO2","nurse",NA,2920440.072,0,1
"1218","166.08687-129.9",166.08687,129.9,"DTXSID4020581","DTXSID4020581","2-Ethoxybenzamide","C9H11NO2","nurse",NA,2920440.072,0,1
"1219","166.08687-129.9",166.08687,129.9,"MTX594","DTXSID5023877-BTMR1242","","C9H11NO2","nurse",NA,2920440.072,0,1
"1220","166.08691-133.7",166.08691,133.7,"DTXSID4020581","DTXSID4020581","2-Ethoxybenzamide","C9H11NO2","nurse",NA,2526865.906,0,1
"1221","166.08691-133.7",166.08691,133.7,"MTX594","DTXSID5023877-BTMR1242","","C9H11NO2","nurse",NA,2526865.906,0,1
"1222","166.08691-133.7",166.08691,133.7,"DTXSID8021804","DTXSID8021804","Benzocaine","C9H11NO2","nurse",NA,2526865.906,0,1
"1223","166.08691-133.7",166.08691,133.7,"MTX1015","DTXSID9024489-BTMR1242","","C9H11NO2","nurse",NA,2526865.906,0,1
"1224","167.0856-425.5",167.0856,425.5,"DTXSID8024105","DTXSID8024105","Fluorene","C13H10","nurse",NA,45991.33729,0,1
"1225","167.0859-387.7",167.0859,387.7,"DTXSID8024105","DTXSID8024105","Fluorene","C13H10","nurse",NA,288173.2376,0,1
"1226","168.13823-393.1",168.13823,393.1,"DTXSID7044716","DTXSID7044716","1-Cyclohexylpyrrolidin-2-one","C10H17NO","nurse",NA,61762.3913,1,1
"1227","171.10155-258.3",171.10155,258.3,"DTXSID0022191","DTXSID0022191","Tetrahydrofurfuryl,methacrylate","C9H14O3","nurse",NA,16890.95159,0,1
"1228","171.14937-275.7",171.14937,275.7,"DTXSID7040154","DTXSID7040154","N-(3-Dimethylaminopropyl)methacrylamide","C9H18N2O","nurse",NA,44748.60067,0,1
"1229","174.09071-166.3",174.09071,166.3,"DTXSID00296688","DTXSID00296688","4,6-Dimethylquinolin-2-ol","C11H11NO","nurse",NA,41776.16109,1,1
"1230","177.09105-514",177.09105,514,"DTXSID50293884","DTXSID50293884","4,7-Dihydro-2-phenyl-1,3-dioxepin","C11H12O2","nurse",NA,7611.388197,0,0
"1231","177.09105-514",177.09105,514,"DTXSID9022520","DTXSID9022520","Ethyl,cinnamate","C11H12O2","nurse",NA,7611.388197,0,0
"1232","177.09105-514",177.09105,514,"DTXSID6057617","DTXSID6057617","6-Methoxy-?1-?tetralone","C11H12O2","nurse",NA,7611.388197,0,0
"1233","177.09105-514",177.09105,514,"DTXSID0022193","DTXSID0022193","Benzyl,methacrylate","C11H12O2","nurse",NA,7611.388197,0,0
"1234","177.09121-479.1",177.09121,479.1,"DTXSID50293884","DTXSID50293884","4,7-Dihydro-2-phenyl-1,3-dioxepin","C11H12O2","nurse",NA,4135.005593,0,0
"1235","177.09121-479.1",177.09121,479.1,"DTXSID9022520","DTXSID9022520","Ethyl,cinnamate","C11H12O2","nurse",NA,4135.005593,0,0
"1236","177.09121-479.1",177.09121,479.1,"DTXSID6057617","DTXSID6057617","6-Methoxy-?1-?tetralone","C11H12O2","nurse",NA,4135.005593,0,0
"1237","177.09121-479.1",177.09121,479.1,"DTXSID0022193","DTXSID0022193","Benzyl,methacrylate","C11H12O2","nurse",NA,4135.005593,0,0
"1238","178.08656-480.1",178.08656,480.1,"DTXSID0024397","DTXSID0024397","Acetoacetanilide","C10H11NO2","nurse",NA,422.03709,0,0
"1239","178.08681-257.1",178.08681,257.1,"DTXSID0024397","DTXSID0024397","Acetoacetanilide","C10H11NO2","nurse",NA,1089.498953,0,0
"1240","179.1432-704",179.1432,704,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","nurse",NA,8376.140757,0,0
"1241","179.1432-704",179.1432,704,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","nurse",NA,8376.140757,0,0
"1242","179.1432-704",179.1432,704,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","nurse",NA,8376.140757,0,0
"1243","179.1432-704",179.1432,704,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","nurse",NA,8376.140757,0,0
"1244","179.1432-704",179.1432,704,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","nurse",NA,8376.140757,1,0
"1245","179.1432-704",179.1432,704,"DTXSID8071190","DTXSID8071190","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","nurse",NA,8376.140757,0,0
"1246","179.1432-704",179.1432,704,"DTXSID8047717","DTXSID8047717","4-Methyl-1-phenyl-2-pentanol","C12H18O","nurse",NA,8376.140757,0,0
"1247","179.14327-699.5",179.14327,699.5,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","nurse",NA,11105.19725,0,1
"1248","179.14327-699.5",179.14327,699.5,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","nurse",NA,11105.19725,0,1
"1249","179.14327-699.5",179.14327,699.5,"DTXSID6041551","DTXSID6041551","Topanol,A","C12H18O","nurse",NA,11105.19725,0,1
"1250","179.14327-699.5",179.14327,699.5,"DTXSID6023523","DTXSID6023523","Propofol","C12H18O","nurse",NA,11105.19725,1,1
"1251","179.14327-699.5",179.14327,699.5,"DTXSID4044581","DTXSID4044581","2-tert-Butyl-4-ethylphenol","C12H18O","nurse",NA,11105.19725,0,1
"1252","179.14327-699.5",179.14327,699.5,"DTXSID8071190","DTXSID8071190","Phenol,,3,4-bis(1-methylethyl)-","C12H18O","nurse",NA,11105.19725,0,1
"1253","179.14327-699.5",179.14327,699.5,"DTXSID8047717","DTXSID8047717","4-Methyl-1-phenyl-2-pentanol","C12H18O","nurse",NA,11105.19725,0,1
"1254","181.07246-157.8",181.07246,157.8,"DTXSID4048729","DTXSID4048729","DL-GLUCOSE","C6H12O6","nurse",NA,602872.6217,1,1
"1255","181.07246-157.8",181.07246,157.8,"DTXSID5023081","DTXSID5023081","D-Fructose","C6H12O6","nurse",NA,602872.6217,1,1
"1256","181.07246-157.8",181.07246,157.8,"DTXSID7022910","DTXSID7022910","D-GLUCOSE","C6H12O6","nurse",NA,602872.6217,1,1
"1257","181.07256-189.2",181.07256,189.2,"DTXSID5021336","DTXSID5021336","Theophylline","C7H8N4O2","nurse",NA,904235.7578,0,1
"1258","181.07256-189.2",181.07256,189.2,"DTXSID9026132","DTXSID9026132","Theobromine","C7H8N4O2","nurse",NA,904235.7578,0,1
"1259","181.08613-318.4",181.08613,318.4,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","C10H12O3","nurse",NA,181903.3272,1,1
"1260","181.08613-318.4",181.08613,318.4,"DTXSID4022527","DTXSID4022527","Propylparaben","C10H12O3","nurse",NA,181903.3272,1,1
"1261","181.08613-318.4",181.08613,318.4,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","C10H12O3","nurse",NA,181903.3272,0,1
"1262","181.08613-318.4",181.08613,318.4,"DTXSID9052181","DTXSID9052181","4-(1-Hydroxyethyl)phenyl,acetate","C10H12O3","nurse",NA,181903.3272,1,1
"1263","181.08633-313.2",181.08633,313.2,"DTXSID1044770","DTXSID1044770","4-Methoxybenzyl,acetate","C10H12O3","nurse",NA,226947.2259,1,1
"1264","181.08633-313.2",181.08633,313.2,"DTXSID4022527","DTXSID4022527","Propylparaben","C10H12O3","nurse",NA,226947.2259,1,1
"1265","181.08633-313.2",181.08633,313.2,"DTXSID6057829","DTXSID6057829","Ethyl,mandelate","C10H12O3","nurse",NA,226947.2259,0,1
"1266","181.08633-313.2",181.08633,313.2,"DTXSID9052181","DTXSID9052181","4-(1-Hydroxyethyl)phenyl,acetate","C10H12O3","nurse",NA,226947.2259,1,1
"1267","188.07146-169",188.07146,169,"DTXSID2025761","DTXSID2025761","1-Nitro-2-methylnaphthalene","C11H9NO2","nurse",NA,3160791.751,0,1
"1268","188.07148-165.4",188.07148,165.4,"DTXSID2025761","DTXSID2025761","1-Nitro-2-methylnaphthalene","C11H9NO2","nurse",NA,3814511.801,0,1
"1269","189.04825-333.1",189.04825,333.1,"DTXSID00318975","DTXSID00318975","4H-Pyrrolo[1,2-a]thieno[3,2-f][1,4]diazepine","C10H8N2S","nurse",NA,894.2802421,0,0
"1270","189.12759-625.4",189.12759,625.4,"DTXSID5048182","DTXSID5048182","Cyclohexylphenylketone","C13H16O","nurse",NA,3630.743669,0,0
"1271","189.12759-625.4",189.12759,625.4,"DTXSID9047419","DTXSID9047419","5-Methyl-2-phenyl-2-hexenal","C13H16O","nurse",NA,3630.743669,0,0
"1272","191.14324-746.2",191.14324,746.2,"DTXSID6044808","DTXSID6044808","3-(4-tert-Butylphenyl)propanal","C13H18O","nurse",NA,6640.832151,0,0
"1273","191.14324-746.2",191.14324,746.2,"DTXSID6041397","DTXSID6041397","Damascenone","C13H18O","nurse",NA,6640.832151,0,0
"1274","191.14324-746.2",191.14324,746.2,"DTXSID5052129","DTXSID5052129","5-Methyl-5-phenylhexan-3-one","C13H18O","nurse",NA,6640.832151,0,0
"1275","191.14324-746.2",191.14324,746.2,"DTXSID8052358","DTXSID8052358","3-(2-Ethylphenyl)-2,2-dimethylpropanal","C13H18O","nurse",NA,6640.832151,0,0
"1276","191.14324-746.2",191.14324,746.2,"DTXSID2044769","DTXSID2044769","Cyclamen,aldehyde","C13H18O","nurse",NA,6640.832151,0,0
"1277","191.14324-746.2",191.14324,746.2,"DTXSID7051632","DTXSID7051632","3-(3-Isopropylphenyl)butanal","C13H18O","nurse",NA,6640.832151,0,0
"1278","191.14328-921",191.14328,921,"DTXSID8052358","DTXSID8052358","3-(2-Ethylphenyl)-2,2-dimethylpropanal","C13H18O","nurse",NA,1118.211438,0,0
"1279","191.14328-921",191.14328,921,"DTXSID6041397","DTXSID6041397","Damascenone","C13H18O","nurse",NA,1118.211438,0,0
"1280","191.14328-921",191.14328,921,"DTXSID6044808","DTXSID6044808","3-(4-tert-Butylphenyl)propanal","C13H18O","nurse",NA,1118.211438,0,0
"1281","191.14328-921",191.14328,921,"DTXSID5052129","DTXSID5052129","5-Methyl-5-phenylhexan-3-one","C13H18O","nurse",NA,1118.211438,0,0
"1282","191.14328-921",191.14328,921,"DTXSID7051632","DTXSID7051632","3-(3-Isopropylphenyl)butanal","C13H18O","nurse",NA,1118.211438,0,0
"1283","191.14328-921",191.14328,921,"DTXSID2044769","DTXSID2044769","Cyclamen,aldehyde","C13H18O","nurse",NA,1118.211438,0,0
"1284","191.14329-313.6",191.14329,313.6,"DTXSID7051632","DTXSID7051632","3-(3-Isopropylphenyl)butanal","C13H18O","nurse",NA,1876.430694,0,0
"1285","191.14329-313.6",191.14329,313.6,"DTXSID6044808","DTXSID6044808","3-(4-tert-Butylphenyl)propanal","C13H18O","nurse",NA,1876.430694,0,0
"1286","191.14329-313.6",191.14329,313.6,"DTXSID5052129","DTXSID5052129","5-Methyl-5-phenylhexan-3-one","C13H18O","nurse",NA,1876.430694,0,0
"1287","191.14329-313.6",191.14329,313.6,"DTXSID8052358","DTXSID8052358","3-(2-Ethylphenyl)-2,2-dimethylpropanal","C13H18O","nurse",NA,1876.430694,0,0
"1288","191.14329-313.6",191.14329,313.6,"DTXSID6041397","DTXSID6041397","Damascenone","C13H18O","nurse",NA,1876.430694,0,0
"1289","191.14329-313.6",191.14329,313.6,"DTXSID2044769","DTXSID2044769","Cyclamen,aldehyde","C13H18O","nurse",NA,1876.430694,0,0
"1290","193.12247-591.4",193.12247,591.4,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate","C12H16O2","nurse",NA,5620.143818,0,0
"1291","193.12247-591.4",193.12247,591.4,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","nurse",NA,5620.143818,0,0
"1292","193.12247-591.4",193.12247,591.4,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","nurse",NA,5620.143818,0,0
"1293","193.12247-591.4",193.12247,591.4,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","nurse",NA,5620.143818,0,0
"1294","193.12247-591.4",193.12247,591.4,"DTXSID8047185","DTXSID8047185","Isopentyl,benzoate","C12H16O2","nurse",NA,5620.143818,0,0
"1295","193.12247-591.4",193.12247,591.4,"DTXSID0044107","DTXSID0044107","Ibufenac","C12H16O2","nurse",NA,5620.143818,0,0
"1296","193.12247-591.4",193.12247,591.4,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate","C12H16O2","nurse",NA,5620.143818,0,0
"1297","193.12247-591.4",193.12247,591.4,"DTXSID3041877","DTXSID3041877","Dimethylbenzylcarbinyl,acetate","C12H16O2","nurse",NA,5620.143818,0,0
"1298","193.12254-514.5",193.12254,514.5,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","nurse",NA,16068.43168,0,1
"1299","193.12254-514.5",193.12254,514.5,"DTXSID0044107","DTXSID0044107","Ibufenac","C12H16O2","nurse",NA,16068.43168,0,1
"1300","193.12254-514.5",193.12254,514.5,"DTXSID8047185","DTXSID8047185","Isopentyl,benzoate","C12H16O2","nurse",NA,16068.43168,0,1
"1301","193.12254-514.5",193.12254,514.5,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","nurse",NA,16068.43168,0,1
"1302","193.12254-514.5",193.12254,514.5,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate","C12H16O2","nurse",NA,16068.43168,0,1
"1303","193.12254-514.5",193.12254,514.5,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","nurse",NA,16068.43168,0,1
"1304","193.12254-514.5",193.12254,514.5,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate","C12H16O2","nurse",NA,16068.43168,0,1
"1305","193.12254-514.5",193.12254,514.5,"DTXSID3041877","DTXSID3041877","Dimethylbenzylcarbinyl,acetate","C12H16O2","nurse",NA,16068.43168,0,1
"1306","193.1226-550",193.1226,550,"DTXSID8047185","DTXSID8047185","Isopentyl,benzoate","C12H16O2","nurse",NA,7945.136605,0,0
"1307","193.1226-550",193.1226,550,"DTXSID1047603","DTXSID1047603","Benzyl,3-methylbutanoate","C12H16O2","nurse",NA,7945.136605,0,0
"1308","193.1226-550",193.1226,550,"DTXSID6047604","DTXSID6047604","2-Phenylethyl,butanoate","C12H16O2","nurse",NA,7945.136605,0,0
"1309","193.1226-550",193.1226,550,"DTXSID3041877","DTXSID3041877","Dimethylbenzylcarbinyl,acetate","C12H16O2","nurse",NA,7945.136605,0,0
"1310","193.1226-550",193.1226,550,"DTXSID3051917","DTXSID3051917","3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-5-yl,acetate","C12H16O2","nurse",NA,7945.136605,0,0
"1311","193.1226-550",193.1226,550,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate","C12H16O2","nurse",NA,7945.136605,0,0
"1312","193.1226-550",193.1226,550,"DTXSID6047159","DTXSID6047159","4-Methylphenyl,3-methylbutanoate","C12H16O2","nurse",NA,7945.136605,0,0
"1313","193.1226-550",193.1226,550,"DTXSID0044107","DTXSID0044107","Ibufenac","C12H16O2","nurse",NA,7945.136605,0,0
"1314","195.08859-235.8",195.08859,235.8,"DTXSID2038813","DTXSID2038813","1,3-Benzenedicarboxylic,acid","C8H10N4O2","nurse",NA,8395606.132,1,1
"1315","195.08859-235.8",195.08859,235.8,"DTXSID0020232","DTXSID0020232","Caffeine","C8H10N4O2","nurse",NA,8395606.132,1,1
"1316","195.08859-235.8",195.08859,235.8,"DTXSID9045186","DTXSID9045186","Enprofylline","C8H10N4O2","nurse",NA,8395606.132,0,1
"1317","195.102-469",195.102,469,"DTXSID3020209","DTXSID3020209","Butylparaben","C11H14O3","nurse",NA,63575.77522,1,1
"1318","195.102-469",195.102,469,"DTXSID3047186","DTXSID3047186","Isobutyl,salicylate","C11H14O3","nurse",NA,63575.77522,0,1
"1319","195.102-469",195.102,469,"DTXSID4020749","DTXSID4020749","Isobutylparaben","C11H14O3","nurse",NA,63575.77522,0,1
"1320","195.102-469",195.102,469,"DTXSID8047428","DTXSID8047428","(4-Methylphenoxy),acetic,acid,ethyl,ester","C11H14O3","nurse",NA,63575.77522,1,1
"1321","195.102-469",195.102,469,"DTXSID5044607","DTXSID5044607","sec-Butylparaben","C11H14O3","nurse",NA,63575.77522,0,1
"1322","195.102-469",195.102,469,"DTXSID7044895","DTXSID7044895","tert-Butyl,4-hydroxybenzoate","C11H14O3","nurse",NA,63575.77522,0,1
"1323","195.102-469",195.102,469,"DTXSID8047420","DTXSID8047420","4-(4-Hydroxy-3-methoxyphenyl)-2-butanone","C11H14O3","nurse",NA,63575.77522,0,1
"1324","195.102-469",195.102,469,"DTXSID9024699","DTXSID9024699","tert-Butyl,perbenzoate","C11H14O3","nurse",NA,63575.77522,0,1
"1325","195.102-469",195.102,469,"DTXSID9047203","DTXSID9047203","Phenoxyethyl,propionate","C11H14O3","nurse",NA,63575.77522,1,1
"1326","197.01824-150.1",197.01824,150.1,"DTXSID50880218","DTXSID50880218","1H,1H,2H-PERFLUOROCYCLOPENTANE","C5H3F7","nurse",NA,11040.93581,1,1
"1327","201.04738-539.7",201.04738,539.7,"DTXSID3057729","DTXSID3057729","4-Chloro-1-(4-fluorophenyl)-1-butanone","C10H10ClFO","nurse",NA,15228.37875,0,1
"1328","201.05483-639.5",201.05483,639.5,"DTXSID30322287","DTXSID30322287","2-fluoro-3,4-dimethoxybenzoic,acid","C9H9FO4","nurse",NA,48379.03541,0,1
"1329","201.05489-644.7",201.05489,644.7,"DTXSID30322287","DTXSID30322287","2-fluoro-3,4-dimethoxybenzoic,acid","C9H9FO4","nurse",NA,54374.27171,0,1
"1330","202.08657-278.5",202.08657,278.5,"DTXSID9020247","DTXSID9020247","Carbaryl","C12H11NO2","nurse",NA,50616.52121,1,1
"1331","204.12318-67.6",204.12318,67.6,"DTXSID3040693","DTXSID3040693","Acetyl-L-carnitine,hydrochloride","C9H18ClNO4","nurse",NA,160673.9876,0,1
"1332","204.12318-67.6",204.12318,67.6,"DTXSID5051525","DTXSID5051525","N,O-bis(Trimethylsilyl)acetamide","C8H21NOSi2","nurse",NA,160673.9876,0,1
"1333","205.09786-169",205.09786,169,"DTXSID6045161","DTXSID6045161","Idazoxan","C11H12N2O2","nurse",NA,1097465.807,0,1
"1334","205.09786-169",205.09786,169,"DTXSID0046989","DTXSID0046989","d-Tryptophan","C11H12N2O2","nurse",NA,1097465.807,0,1
"1335","205.09786-169",205.09786,169,"DTXSID5021419","DTXSID5021419","l-Tryptophan","C11H12N2O2","nurse",NA,1097465.807,0,1
"1336","205.09795-165.3",205.09795,165.3,"DTXSID0046989","DTXSID0046989","d-Tryptophan","C11H12N2O2","nurse",NA,1173960.711,0,1
"1337","205.09795-165.3",205.09795,165.3,"DTXSID6045161","DTXSID6045161","Idazoxan","C11H12N2O2","nurse",NA,1173960.711,0,1
"1338","205.09795-165.3",205.09795,165.3,"DTXSID5021419","DTXSID5021419","l-Tryptophan","C11H12N2O2","nurse",NA,1173960.711,0,1
"1339","205.12252-577",205.12252,577,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,11818.16177,0,1
"1340","205.12252-577",205.12252,577,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,11818.16177,0,1
"1341","205.12252-577",205.12252,577,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,11818.16177,0,1
"1342","205.12253-579.6",205.12253,579.6,"DTXSID3047554","DTXSID3047554","(3Z)-Hex-3-en-1-yl,benzoate","C13H16O2","nurse",NA,10688.64053,0,1
"1343","205.12253-579.6",205.12253,579.6,"DTXSID9044748","DTXSID9044748","(1-Hydroxycyclohexyl)(phenyl)methanone","C13H16O2","nurse",NA,10688.64053,0,1
"1344","205.12253-579.6",205.12253,579.6,"DTXSID8047684","DTXSID8047684","Phenethyl,tiglate","C13H16O2","nurse",NA,10688.64053,0,1
"1345","205.15901-639.7",205.15901,639.7,"DTXSID90278014","DTXSID90278014","2-(2,5-dimethylphenyl)cyclohexanol","C14H20O","nurse",NA,15425.65903,0,1
"1346","205.15901-639.7",205.15901,639.7,"DTXSID9026500","DTXSID9026500","2-(4-Tert-Butylbenzyl)propionaldehyde","C14H20O","nurse",NA,15425.65903,0,1
