"","featureid","mz","rt","DTXSID","DB_name","name_original","Formula","group","mean_visit1","mean_N_OW","of_interest_cat","NFF_intensityTRUE"
"1229","213.0764-279.1",213.0764,279.1,"DTXSID7041388","DTXSID7041388","2-[Methacryloyloxy]ethyl,acetoacetate","C10H14O5","firefighter",4844.4927,NA,0,0
"1230","149.09678-383.7",149.09678,383.7,"DTXSID7041413","DTXSID7041413","R-(-)-Carvone","C10H14O","firefighter",59658.6940343647,NA,0,1
"1231","195.13868-578.3",195.13868,578.3,"DTXSID7041675","DTXSID7041675","Bornyl,acetate","C12H20O2","firefighter",443934.552913705,NA,0,1
"1232","195.06578-340.9",195.06578,340.9,"DTXSID7041752","DTXSID7041752","Cantharidin","C10H12O4","firefighter",10519.0340591154,NA,0,1
"1233","195.06568-130.4",195.06568,130.4,"DTXSID7041752","DTXSID7041752","Cantharidin","C10H12O4","firefighter",22948.8819346576,NA,0,1
"1234","195.06542-727.7",195.06542,727.7,"DTXSID7041752","DTXSID7041752","Cantharidin","C10H12O4","firefighter",1814.45748272938,NA,0,0
"1235","239.067-378.8",239.067,378.8,"DTXSID7041883","DTXSID7041883","Dinoterb","C10H12N2O5","firefighter",43518.7485,NA,0,1
"1236","201.113-320.5",201.113,320.5,"DTXSID7041916","DTXSID7041916","Dibutyl,ethanedioate","C10H18O4","firefighter",629056.785,NA,0,1
"1237","195.13868-578.3",195.13868,578.3,"DTXSID7042061","DTXSID7042061","Isobornyl,acetate","C12H20O2","firefighter",443934.552913705,NA,0,1
"1238","145.08683-209",145.08683,209,"DTXSID7042196","DTXSID7042196","Butyl,lactate","C7H14O3","firefighter",40274.2491257168,NA,1,1
"1239","205.1598-827.9",205.1598,827.9,"DTXSID7042271","DTXSID7042271","2-(1,1,3,3-Tetramethylbutyl)phenol","C14H22O","firefighter",1337587.9225,NA,0,1
"1240","177.12816-629.1",177.12816,629.1,"DTXSID7042273","DTXSID7042273","2,4-Diisopropylphenol","C12H18O","firefighter",21694.4715479733,NA,0,1
"1241","207.1019-760",207.1019,760,"DTXSID7042279","DTXSID7042279","Phenoxyethyl,isobutyrate","C12H16O3","firefighter",1968.057315,NA,0,0
"1242","114.05593-842.7",114.05593,842.7,"DTXSID7044427","DTXSID7044427","4-Morpholinecarboxaldehyde","C5H9NO2","firefighter",138929.397443391,NA,0,1
"1243","136.03956-79.1",136.03956,79.1,"DTXSID7044471","DTXSID7044471","Methyl,nicotinate","C7H7NO2","firefighter",28273.7934078859,NA,0,1
"1244","136.04038-310.8",136.04038,310.8,"DTXSID7044471","DTXSID7044471","Methyl,nicotinate","C7H7NO2","firefighter",10315.637899524,NA,0,1
"1245","267.1208-400.2",267.1208,400.2,"DTXSID7044500","DTXSID7044500","Dodecane-1-sulfonyl,chloride","C12H25ClO2S","firefighter",25041.7645,NA,0,1
"1246","163.07594-342.9",163.07594,342.9,"DTXSID7044506","DTXSID7044506","2-Phenylethyl,acetate","C10H12O2","firefighter",26207.7184520662,NA,0,1
"1247","163.07599-384.2",163.07599,384.2,"DTXSID7044506","DTXSID7044506","2-Phenylethyl,acetate","C10H12O2","firefighter",59713.5336243316,NA,0,1
"1248","213.1491-512.1",213.1491,512.1,"DTXSID7044556","DTXSID7044556","3-O-Acetyl-1,5-anhydro-2,4-dideoxy-2-pentylpentitol","C12H22O3","firefighter",368668.46775,NA,0,1
"1249","206.0821-185.2",206.0821,185.2,"DTXSID7044689","DTXSID7044689","N-(4-Methoxyphenyl)-3-oxobutanamide","C11H13NO3","firefighter",32539.784125,NA,0,1
"1250","191.10725-449.4",191.10725,449.4,"DTXSID7044764","DTXSID7044764","2-Phenylethyl,2-methylpropanoate","C12H16O2","firefighter",34075.5722438628,NA,0,1
"1251","193.08672-348.4",193.08672,348.4,"DTXSID7044895","DTXSID7044895","tert-Butyl,4-hydroxybenzoate","C11H14O3","firefighter",106850.289997538,NA,0,1
"1252","309.2065-549.5",309.2065,549.5,"DTXSID7044972","DTXSID7044972","1,10-Decanediol,dimethacrylate","C18H30O4","firefighter",990807.705,NA,1,1
"1253","213.1491-512.1",213.1491,512.1,"DTXSID7044976","DTXSID7044976","2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol","C12H22O3","firefighter",368668.46775,NA,0,1
"1254","213.1032-676.6",213.1032,676.6,"DTXSID7045158","DTXSID7045158","Hydroxytacrine,maleate","C17H18N2O5","firefighter",1546.76261,NA,0,0
"1255","229.0865-254.8",229.0865,254.8,"DTXSID7045576","DTXSID7045576","Naproxen,sodium","C14H13NaO3","firefighter",30814.328575,NA,0,1
"1256","470.2141-308.6",470.2141,308.6,"DTXSID7045861","DTXSID7045861","Puromycin,dihydrochloride","C22H31Cl2N7O5","firefighter",21797.5232,NA,0,1
"1257","313.1793-545",313.1793,545,"DTXSID7045867","DTXSID7045867","Estradiol,acetate","C20H26O3","firefighter",7857.195675,NA,0,0
"1258","313.1801-610.2",313.1801,610.2,"DTXSID7045867","DTXSID7045867","Estradiol,acetate","C20H26O3","firefighter",35454.332475,NA,0,1
"1259","313.1778-872.5",313.1778,872.5,"DTXSID7045867","DTXSID7045867","Estradiol,acetate","C20H26O3","firefighter",17636.304525,NA,0,1
"1260","313.1797-659",313.1797,659,"DTXSID7045867","DTXSID7045867","Estradiol,acetate","C20H26O3","firefighter",311703.15455,NA,0,1
"1261","149.06064-219",149.06064,219,"DTXSID7046041","DTXSID7046041","m-Cresyl,acetate","C9H10O2","firefighter",248426.568803885,NA,0,1
"1262","222.077-190.1",222.077,190.1,"DTXSID7046045","DTXSID7046045","N-Acetyl-L-tyrosine","C11H13NO4","firefighter",9830.2134,NA,0,0
"1263","222.0769-408.1",222.0769,408.1,"DTXSID7046045","DTXSID7046045","N-Acetyl-L-tyrosine","C11H13NO4","firefighter",5721.3936875,NA,0,0
"1264","427.2146-466.3",427.2146,466.3,"DTXSID7046091","DTXSID7046091","Zaldaride","C26H28N4O2","firefighter",72318.00125,NA,0,1
"1265","370.1598-445",370.1598,445,"DTXSID7046120","DTXSID7046120","Lenperone","C22H23F2NO2","firefighter",53768.85,NA,0,1
"1266","457.1829-415.6",457.1829,415.6,"DTXSID7046122","DTXSID7046122","Fluprostenol","C23H29F3O6","firefighter",1369.35145,NA,0,0
"1267","265.0631-317",265.0631,317,"DTXSID7046178","DTXSID7046178","Tioxidazole","C12H14N2O3S","firefighter",34839.88025,NA,0,1
"1268","279.1231-559.9",279.1231,559.9,"DTXSID7046592","DTXSID7046592","Hydroxystilbamidine,bis(methanesulfonate)","C18H24N4O7S2","firefighter",29009.836825,NA,0,1
"1269","367.2113-368.3",367.2113,368.3,"DTXSID7046677","DTXSID7046677","Pipethanate,ethylbromide","C23H30BrNO3","firefighter",12460.677,NA,0,1
"1270","415.2141-568.9",415.2141,568.9,"DTXSID7046756","DTXSID7046756","Desonide","C24H32O6","firefighter",13474.567625,NA,0,1
"1271","133.01429-44.3",133.01429,44.3,"DTXSID7046831","DTXSID7046831","Disodium,2-hydroxybutanedioate","C4H4Na2O5","firefighter",410606.450388661,NA,0,1
"1272","137.06046-264.8",137.06046,264.8,"DTXSID7047065","DTXSID7047065","1,2-Dimethoxybenzene","C8H10O2","firefighter",65895.3065991137,NA,0,1
"1273","142.06601-168.7",142.06601,168.7,"DTXSID7047067","DTXSID7047067","Lepidine","C10H9N","firefighter",217383.884602998,NA,0,1
"1274","142.066-190.6",142.066,190.6,"DTXSID7047067","DTXSID7047067","Lepidine","C10H9N","firefighter",48455.1664210952,NA,0,1
"1275","142.06595-346.8",142.06595,346.8,"DTXSID7047067","DTXSID7047067","Lepidine","C10H9N","firefighter",2914.00235887486,NA,0,0
"1276","151.11261-307.1",151.11261,307.1,"DTXSID7047142","DTXSID7047142","beta-Cyclocitral","C10H16O","firefighter",38115.8709345084,NA,0,1
"1277","379.1935-334",379.1935,334,"DTXSID7047146","DTXSID7047146","Diethylstilbestrol,dipropionate","C24H28O4","firefighter",38015.511575,NA,0,1
"1278","197.15448-672.4",197.15448,672.4,"DTXSID7047190","DTXSID7047190","gamma-Dodecalactone","C12H22O2","firefighter",404842.125402447,NA,0,1
"1279","197.1545-652.2",197.1545,652.2,"DTXSID7047190","DTXSID7047190","gamma-Dodecalactone","C12H22O2","firefighter",1606116.18306,NA,0,1
"1280","169.12333-498.2",169.12333,498.2,"DTXSID7047437","DTXSID7047437","alpha-Hexyl-gamma-butyrolactone","C10H18O2","firefighter",1192069.06035233,NA,0,1
"1281","177.12816-629.1",177.12816,629.1,"DTXSID7047439","DTXSID7047439","Benzyl,3-methylbutyl,ether","C12H18O","firefighter",21694.4715479733,NA,0,1
"1282","197.15448-672.4",197.15448,672.4,"DTXSID7047560","DTXSID7047560","(3Z)-Hex-3-en-1-yl,hexanoate","C12H22O2","firefighter",404842.125402447,NA,0,1
"1283","197.1545-652.2",197.1545,652.2,"DTXSID7047560","DTXSID7047560","(3Z)-Hex-3-en-1-yl,hexanoate","C12H22O2","firefighter",1606116.18306,NA,0,1
"1284","165.05544-143.9",165.05544,143.9,"DTXSID7047645","DTXSID7047645","Methyl,4-methoxybenzoate","C9H10O3","firefighter",300861.593828122,NA,0,1
"1285","165.05544-143.9",165.05544,143.9,"DTXSID7047649","DTXSID7047649","4-Methoxybenzyl,formate","C9H10O3","firefighter",300861.593828122,NA,0,1
"1286","493.2426-609.2",493.2426,609.2,"DTXSID7049005","DTXSID7049005","Flumethasone,pivalate","C27H36F2O6","firefighter",64827.84046,NA,0,1
"1287","425.199-506.2",425.199,506.2,"DTXSID7049059","DTXSID7049059","Paliperidone","C23H27FN4O3","firefighter",12959.356275,NA,0,1
"1288","127.07623-246.9",127.07623,246.9,"DTXSID7049215","DTXSID7049215","5-Methyl-2,3-hexanedione","C7H12O2","firefighter",12539.20701825,NA,0,1
"1289","149.09678-383.7",149.09678,383.7,"DTXSID7049398","DTXSID7049398","Safranal","C10H14O","firefighter",59658.6940343647,NA,0,1
"1290","561.3778-1066.6",561.3778,1066.6,"DTXSID7050408","DTXSID7050408","Sodium,bis(tridecyl),sulfobutanedioate","C30H58O7S","firefighter",23123.573425,NA,0,1
"1291","189.12821-470.8",189.12821,470.8,"DTXSID7051632","DTXSID7051632","3-(3-Isopropylphenyl)butanal","C13H18O","firefighter",22031.3056143161,NA,0,1
"1292","189.16428-652",189.16428,652,"DTXSID7051890","DTXSID7051890","(E)-beta-Damascone","C14H22","firefighter",3270.83349533955,NA,1,0
"1293","189.16432-719.2",189.16432,719.2,"DTXSID7051890","DTXSID7051890","(E)-beta-Damascone","C14H22","firefighter",4403.04679423715,NA,1,0
"1294","197.1545-652.2",197.1545,652.2,"DTXSID7052317","DTXSID7052317","4-(Isopropyl)cyclohexyl,propionate","C12H22O2","firefighter",1606116.18306,NA,0,1
"1295","197.15448-672.4",197.15448,672.4,"DTXSID7052317","DTXSID7052317","4-(Isopropyl)cyclohexyl,propionate","C12H22O2","firefighter",404842.125402447,NA,0,1
"1296","151.07599-728.7",151.07599,728.7,"DTXSID7052446","DTXSID7052446","2,3,5-Trimethylhydroquinone","C9H12O2","firefighter",20144.0071729878,NA,0,1
"1297","151.07605-332.5",151.07605,332.5,"DTXSID7052446","DTXSID7052446","2,3,5-Trimethylhydroquinone","C9H12O2","firefighter",14296.7909160084,NA,0,1
"1298","149.06064-219",149.06064,219,"DTXSID7052529","DTXSID7052529","2-Methoxy-4-vinylphenol","C9H10O2","firefighter",248426.568803885,NA,0,1
"1299","225.1861-776.9",225.1861,776.9,"DTXSID7052652","DTXSID7052652","Citronellyl,isobutyrate","C14H26O2","firefighter",8864991.2,NA,0,1
"1300","333.279-1025.8",333.279,1025.8,"DTXSID7052733","DTXSID7052733","2,5-Bis(1,1,3,3-tetramethylbutyl)hydroquinone","C22H38O2","firefighter",167781.202,NA,0,1
"1301","333.279-1029.8",333.279,1029.8,"DTXSID7052733","DTXSID7052733","2,5-Bis(1,1,3,3-tetramethylbutyl)hydroquinone","C22H38O2","firefighter",173892.4115,NA,0,1
"1302","179.08225-400.6",179.08225,400.6,"DTXSID7057735","DTXSID7057735","1-(2-Furoyl)piperazine","C9H12N2O2","firefighter",25074.9769078033,NA,0,1
"1303","243.1596-505.7",243.1596,505.7,"DTXSID7057783","DTXSID7057783","Diethyl,dipropylmalonate","C13H24O4","firefighter",36471.4627,NA,0,1
"1304","191.01992-44.3",191.01992,44.3,"DTXSID7071151","DTXSID7071151","1,2,3-Propanetricarboxylic,acid,,2-hydroxy,-,ammonium,zinc,salt","C6H8O7","firefighter",5952192.74623336,NA,0,1
"1305","245.154-670.4",245.154,670.4,"DTXSID7071810","DTXSID7071810","1,3-Decanedione,,1-phenyl-","C16H22O2","firefighter",9492.344625,NA,0,0
"1306","339.0534-331",339.0534,331,"MTX864","DTXSID70880134-BTMR0165","","C10H13F5O7","firefighter",11818.063125,NA,1,1
"1307","169.12333-498.2",169.12333,498.2,"DTXSID80146157","DTXSID80146157","(1S-(1alpha,3alpha,4beta,6alpha))-3,7,7-Trimethylbicyclo(4.1.0)heptane-3,4-diol","C10H18O2","firefighter",1192069.06035233,NA,0,1
"1308","135.08129-341.4",135.08129,341.4,"DTXSID80164795","DTXSID80164795","4-Ethylanisole","C9H12O","firefighter",30029.6972020223,NA,0,1
"1309","243.0619-74.7",243.0619,74.7,"DTXSID80168935","DTXSID80168935","N-phenyl-N'-3-hydroxyphenylthiourea","C13H12N2OS","firefighter",235800.2525,NA,0,1
"1310","134.06082-134",134.06082,134,"MTX872","DTXSID8020090-BTMR1242","","C8H9NO","firefighter",123755.506898865,NA,0,1
"1311","136.04038-310.8",136.04038,310.8,"DTXSID8020094","DTXSID8020094","Anthranilic,acid","C7H7NO2","firefighter",10315.637899524,NA,1,1
"1312","136.03956-79.1",136.03956,79.1,"DTXSID8020094","DTXSID8020094","Anthranilic,acid","C7H7NO2","firefighter",28273.7934078859,NA,1,1
"1313","429.2296-411.9",429.2296,411.9,"DTXSID8020202","DTXSID8020202","Budesonide","C25H34O6","firefighter",4550.892025,NA,0,0
"1314","429.2244-867",429.2244,867,"DTXSID8020202","DTXSID8020202","Budesonide","C25H34O6","firefighter",3334.8131075,NA,0,0
"1315","149.09678-383.7",149.09678,383.7,"DTXSID8020256","DTXSID8020256","d-Carvone","C10H14O","firefighter",59658.6940343647,NA,0,1
"1316","287.0225-182.7",287.0225,182.7,"DTXSID8020331","DTXSID8020331","Ciprofibrate","C13H14Cl2O3","firefighter",84416.366825,NA,0,1
"1317","231.077-170.7",231.077,170.7,"DTXSID8020628","DTXSID8020628","Fluometuron","C10H11F3N2O","firefighter",222507.8685,NA,0,1
"1318","215.0332-57.7",215.0332,57.7,"DTXSID8020830","DTXSID8020830","8-Methoxypsoralen","C12H8O4","firefighter",2580248.225,NA,0,1
"1319","149.06064-219",149.06064,219,"DTXSID8021145","DTXSID8021145","Phenyl,glycidyl,ether","C9H10O2","firefighter",248426.568803885,NA,0,1
"1320","202.1269-107",202.1269,107,"DTXSID8021199","DTXSID8021199","Pebulate","C10H21NOS","firefighter",4822.529625,NA,1,0
"1321","202.1269-359.8",202.1269,359.8,"DTXSID8021199","DTXSID8021199","Pebulate","C10H21NOS","firefighter",1913.36462125,NA,1,0
"1322","187.09724-254.8",187.09724,254.8,"DTXSID8021640","DTXSID8021640","Nonanedioic,acid","C9H16O4","firefighter",89530.0191727148,NA,0,1
"1323","283.2656-1027.8",283.2656,1027.8,"DTXSID8021642","DTXSID8021642","Octadecanoic,acid","C18H36O2","firefighter",101386613.925,NA,0,1
"1324","185.15436-654.5",185.15436,654.5,"DTXSID8021690","DTXSID8021690","Undecanoic,acid","C11H22O2","firefighter",222782.544951515,NA,0,1
"1325","163.11238-579.3",163.11238,579.3,"DTXSID8021771","DTXSID8021771","4-(2-Methylbutan-2-yl)phenol","C11H16O","firefighter",4469.96598107676,NA,1,0
"1326","163.11237-445.9",163.11237,445.9,"DTXSID8021771","DTXSID8021771","4-(2-Methylbutan-2-yl)phenol","C11H16O","firefighter",5090.52500113169,NA,1,0
"1327","130.06584-155.3",130.06584,155.3,"DTXSID8021775","DTXSID8021775","3-Methylindole","C9H9N","firefighter",109004.553863568,NA,0,1
"1328","130.06583-216.1",130.06583,216.1,"DTXSID8021775","DTXSID8021775","3-Methylindole","C9H9N","firefighter",70137.7350987666,NA,0,1
"1329","164.07167-132.9",164.07167,132.9,"DTXSID8021804","DTXSID8021804","Benzocaine","C9H11NO2","firefighter",5227101.29694851,NA,0,1
"1330","107.05009-196.3",107.05009,196.3,"DTXSID8021808","DTXSID8021808","o-Cresol","C7H8O","firefighter",355704.602650524,NA,0,1
"1331","151.11261-307.1",151.11261,307.1,"DTXSID8022036","DTXSID8022036","(1S)-(-)-Camphor","C10H16O","firefighter",38115.8709345084,NA,0,1
"1332","150.0557-168.2",150.0557,168.2,"DTXSID8022082","DTXSID8022082","2-Acetamidophenol","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"1333","299.2009-864",299.2009,864,"DTXSID8022163","DTXSID8022163","Dehydroabietic,acid","C20H28O2","firefighter",32657.19775,NA,0,1
"1334","389.0749-831.7",389.0749,831.7,"DTXSID8022292","DTXSID8022292","Permethrin","C21H20Cl2O3","firefighter",6115.35085,NA,0,0
"1335","287.2007-834.1",287.2007,834.1,"DTXSID8022329","DTXSID8022329","Epitestosterone","C19H28O2","firefighter",10686.5714,NA,0,1
"1336","287.2009-750.4",287.2009,750.4,"DTXSID8022329","DTXSID8022329","Epitestosterone","C19H28O2","firefighter",4222.12075,NA,0,0
"1337","287.201-594.3",287.201,594.3,"DTXSID8022329","DTXSID8022329","Epitestosterone","C19H28O2","firefighter",9879.642875,NA,0,0
"1338","463.2318-594.3",463.2318,594.3,"MTX884","DTXSID8022371-BTMR0163","","C25H36O8","firefighter",5341.5071775,NA,0,0
"1339","287.2009-750.4",287.2009,750.4,"DTXSID8022371","DTXSID8022371","Testosterone","C19H28O2","firefighter",4222.12075,NA,0,0
"1340","287.2007-834.1",287.2007,834.1,"DTXSID8022371","DTXSID8022371","Testosterone","C19H28O2","firefighter",10686.5714,NA,0,1
"1341","287.201-594.3",287.201,594.3,"DTXSID8022371","DTXSID8022371","Testosterone","C19H28O2","firefighter",9879.642875,NA,0,0
"1342","351.1293-830.7",351.1293,830.7,"MTX887","DTXSID8022377-BTMR0512","","C18H24O5S","firefighter",57960.268,NA,1,1
"1343","213.0554-519.6",213.0554,519.6,"DTXSID8022404","DTXSID8022404","2,2'-Dihydroxybenzophenone","C13H10O3","firefighter",49617.429225,NA,0,1
"1344","213.0554-519.6",213.0554,519.6,"DTXSID8022406","DTXSID8022406","2,4-Dihydroxybenzophenone","C13H10O3","firefighter",49617.429225,NA,1,1
"1345","433.2059-290.2",433.2059,290.2,"DTXSID8022901","DTXSID8022901","Dexamethasone,acetate","C24H31FO6","firefighter",3117.7357625,NA,0,0
"1346","433.2007-327",433.2007,327,"DTXSID8022901","DTXSID8022901","Dexamethasone,acetate","C24H31FO6","firefighter",7898.76187975,NA,0,0
"1347","383.2192-874.5",383.2192,874.5,"DTXSID8023000","DTXSID8023000","Estradiol,dipropionate","C24H32O4","firefighter",162158.73475,NA,0,1
"1348","298.1439-408.2",298.1439,408.2,"DTXSID8023131","DTXSID8023131","HYDROCODONE","C18H21NO3","firefighter",14764.58925,NA,0,1
"1349","298.1442-431",298.1442,431,"DTXSID8023131","DTXSID8023131","HYDROCODONE","C18H21NO3","firefighter",11076.126125,NA,0,1
"1350","775.6767-557.3",775.6767,557.3,"DTXSID8023214","DTXSID8023214","Levothyroxine","C15H11I4NO4","firefighter",42807.2425,NA,0,1
"1351","371.1885-550",371.1885,550,"DTXSID8023260","DTXSID8023260","Meprednisone","C22H28O5","firefighter",33780.783,NA,0,1
"1352","371.1886-489.8",371.1886,489.8,"DTXSID8023260","DTXSID8023260","Meprednisone","C22H28O5","firefighter",86653.313725,NA,0,1
"1353","321.1444-138.8",321.1444,138.8,"DTXSID8023262","DTXSID8023262","Mequitazine","C20H22N2S","firefighter",2232.10635,NA,0,0
"1354","321.1462-409.1",321.1462,409.1,"DTXSID8023262","DTXSID8023262","Mequitazine","C20H22N2S","firefighter",11525.246725,NA,0,1
"1355","481.2423-368.6",481.2423,368.6,"MTX904","DTXSID8023399-BTMR0163","","C25H38O9","firefighter",146641.18145,NA,0,1
"1356","305.2149-871.5",305.2149,871.5,"DTXSID8023399","DTXSID8023399","OXANDROLONE","C19H30O3","firefighter",17068.2497525,NA,0,1
"1357","305.2113-557.9",305.2113,557.9,"DTXSID8023399","DTXSID8023399","OXANDROLONE","C19H30O3","firefighter",9622.10195,NA,0,0
"1358","433.2007-327",433.2007,327,"DTXSID8023422","DTXSID8023422","Paramethasone,acetate","C24H31FO6","firefighter",7898.76187975,NA,0,0
"1359","433.2059-290.2",433.2059,290.2,"DTXSID8023422","DTXSID8023422","Paramethasone,acetate","C24H31FO6","firefighter",3117.7357625,NA,0,0
"1360","223.1077-346.9",223.1077,346.9,"DTXSID8023630","DTXSID8023630","Talbutal","C11H16N2O3","firefighter",9093.4855,NA,0,0
"1361","223.107-285.7",223.107,285.7,"DTXSID8023630","DTXSID8023630","Talbutal","C11H16N2O3","firefighter",4845.510575,NA,0,0
"1362","466.256-625.2",466.256,625.2,"DTXSID8023680","DTXSID8023680","TOBRAMYCIN","C18H37N5O9","firefighter",2699.979385,NA,0,0
"1363","279.0001-474.1",279.0001,474.1,"DTXSID80244349","DTXSID80244349","Ethanone,,1-(4-(3,4-dichlorophenoxy)phenyl)-","C14H10Cl2O2","firefighter",1506.337095,NA,0,0
"1364","278.9961-366.9",278.9961,366.9,"DTXSID80244349","DTXSID80244349","Ethanone,,1-(4-(3,4-dichlorophenoxy)phenyl)-","C14H10Cl2O2","firefighter",23468.71905,NA,0,1
"1365","147.02971-44.3",147.02971,44.3,"DTXSID8024448","DTXSID8024448","Allyl,propyl,disulfide","C6H12S2","firefighter",157483.594535787,NA,0,1
"1366","108.04533-149.8",108.04533,149.8,"DTXSID8024498","DTXSID8024498","2-Aminophenol","C6H7NO","firefighter",38851.8851028096,NA,1,1
"1367","108.04521-111.5",108.04521,111.5,"DTXSID8024498","DTXSID8024498","2-Aminophenol","C6H7NO","firefighter",75317.6830511274,NA,1,1
"1368","163.07599-384.2",163.07599,384.2,"DTXSID8024862","DTXSID8024862","o-Cresyl,glycidyl,ether","C10H12O2","firefighter",59713.5336243316,NA,0,1
"1369","163.07594-342.9",163.07594,342.9,"DTXSID8024862","DTXSID8024862","o-Cresyl,glycidyl,ether","C10H12O2","firefighter",26207.7184520662,NA,0,1
"1370","313.1572-776.9",313.1572,776.9,"DTXSID8025258","DTXSID8025258","Ethidium,bromide","C21H20BrN3","firefighter",13866.672975,NA,0,1
"1371","313.1564-661.9",313.1564,661.9,"DTXSID8025258","DTXSID8025258","Ethidium,bromide","C21H20BrN3","firefighter",372179.014975,NA,0,1
"1372","215.1286-377.3",215.1286,377.3,"DTXSID8025707","DTXSID8025707","Neopentyl,glycol,diglycidyl,ether","C11H20O4","firefighter",46277.534,NA,0,1
"1373","251.1284-380.7",251.1284,380.7,"DTXSID8026220","DTXSID8026220","2,4,5-Triethoxyacetophenone","C14H20O4","firefighter",33153.1071,NA,0,1
"1374","118.05154-57.7",118.05154,57.7,"DTXSID8026436","DTXSID8026436","2-Methyl-2-nitro-1-propanol","C4H9NO3","firefighter",42915.7245410044,NA,0,1
"1375","118.05155-54",118.05155,54,"DTXSID8026436","DTXSID8026436","2-Methyl-2-nitro-1-propanol","C4H9NO3","firefighter",18144.8077557861,NA,0,1
"1376","150.0557-168.2",150.0557,168.2,"DTXSID8026513","DTXSID8026513","1,2,3,6-Tetrahydrophthalimide","C8H9NO2","firefighter",73426.3770030135,NA,0,1
"1377","171.13901-573.1",171.13901,573.1,"DTXSID8026694","DTXSID8026694","2-Ethylhexyl,acetate","C10H20O2","firefighter",5538973.04284037,NA,0,1
