,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,cv_N/CV_OW,sdN/Sd_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,interest for fragmentation,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2xfb, higher N"
1404,221.18603-57.5,4679,221.186,57.5,88.33333,95,0,-6.666667,1528.569,1752.557,114.6534,1005.572,NA,3192.08,2807.292,87.94556,2281.561,NA,1.303686053,0.624287392,0,0,NA,0,NA,2,10,Unique,221.186,0.28,C10H24N2O3,220.17869,M+H,2360.325,0,0,DTXSID6044565,DTXSID6044565,"3,3'-[Oxybis(ethane-2,1-diyloxy)]dipropan-1-amine",,NCCCOCCOCCOCCCN,3-[2-[2-(3-aminopropoxy)ethoxy]ethoxy]propan-1-amine,C10H24N2O3,220.178693,exposurepred,,,,,,,1,0.143633236,,,,,,,,,,,,,,,,,0,0,nurses1,-1.903367,0.4500523,-4.229213,3.61E-05,0,0,pos,0,
1405,221.18615-269,4679,221.1861,269,7.5,10,83.33333,-2.5,21.17482,86.0889,406.5625,0,NA,82.42535,290.3844,352.2999,0,NA,1.154023887,0.296465306,1052.724,908.4562,86.29572,931.8515,NA,2,10,Unique,221.186,0.82,C10H24N2O3,220.17869,M+H,51.80009,2032.283,0,DTXSID6044565,DTXSID6044565,"3,3'-[Oxybis(ethane-2,1-diyloxy)]dipropan-1-amine",,NCCCOCCOCCOCCCN,3-[2-[2-(3-aminopropoxy)ethoxy]ethoxy]propan-1-amine,C10H24N2O3,220.178693,exposurepred,,,,,,,1,0.143633236,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1406,222.03189-290.3,4888,222.0319,290.3,63.33333,72.5,0,-9.166667,4324.212,6845.046,158.2958,1422.811,NA,6350.964,8360.934,131.6483,1929.012,NA,1.202414311,0.81869394,0,0,NA,0,NA,3,26732.67,Unique,222.0316,1.16,C11H8ClNO2,221.02436,M+H,5337.588,0,0,DTXSID6057663,DTXSID6057663,"Pmic,chloride",,Cc1onc(-c2ccccc2)c1C(=O)Cl,"5-methyl-3-phenyl-1,2-oxazole-4-carbonyl chloride",C11H8ClNO2,221.024356,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.507845739,3.147793133,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1407,222.11048-361.7,3915,222.1105,361.7,94.16667,92.5,91.66667,1.666667,988.3226,1111.159,112.4288,641.7068,NA,1369.663,1731.463,126.4153,695.042,NA,0.889360702,0.641745738,3147.598,2564.091,81.46184,2451.398,NA,2,10,Multiple,222.1125,8.95,C12H15NO3,221.10519,M+H,1178.993,266.9735,0,DTXSID5044526,DTXSID5044526,N-(4-Ethoxyphenyl)-3-oxobutanamide,,CCOc1ccc(NC(=O)CC(C)=O)cc1,N-(4-ethoxyphenyl)-3-oxobutanamide,C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.929542094,3.93766265,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1408,222.11048-361.7,5628,222.1105,361.7,94.16667,92.5,91.66667,1.666667,988.3226,1111.159,112.4288,641.7068,NA,1369.663,1731.463,126.4153,695.042,NA,0.889360702,0.641745738,3147.598,2564.091,81.46184,2451.398,NA,2,10,Multiple,222.1125,8.95,C12H15NO3,221.10519,M+H,1178.993,266.9735,0,DTXSID7057737,DTXSID7057737,3'-Acetyl-4'-hydroxybutyranilide,,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,N-(3-acetyl-4-hydroxyphenyl)butanamide,C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.141646924,1.531213622,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1409,222.11048-361.7,6448,222.1105,361.7,94.16667,92.5,91.66667,1.666667,988.3226,1111.159,112.4288,641.7068,NA,1369.663,1731.463,126.4153,695.042,NA,0.889360702,0.641745738,3147.598,2564.091,81.46184,2451.398,NA,2,10,Multiple,222.1125,8.95,C12H15NO3,221.10519,M+H,1178.993,266.9735,0,DTXSID9020249,DTXSID9020249,Carbofuran,,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.085687398,4.425162224,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1410,222.11048-361.7,6871,222.1105,361.7,94.16667,92.5,91.66667,1.666667,988.3226,1111.159,112.4288,641.7068,NA,1369.663,1731.463,126.4153,695.042,NA,0.889360702,0.641745738,3147.598,2564.091,81.46184,2451.398,NA,2,10,Multiple,222.1125,8.95,C12H16BrNO3,221.10519,M+H,1178.993,266.9735,0,DTXSID9045392,DTXSID9045392,"Hydrocotarnine,hydrobromide",,COc1c2c(cc3c1OCO3)CCN(C)C2,"4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinoline",C12H16BrNO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.902373517,1.658668426,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1411,222.11051-234.8,3915,222.1105,234.8,100,97.5,100,2.5,11387.18,6855.419,60.20294,10454.24,9913.524,13016.17,13339.51,102.4841,9043.401,NA,0.58743688,0.513918352,11853.88,8855.65,74.70676,7560.245,9830.132,2,10,Multiple,222.1125,8.82,C12H15NO3,221.10519,M+H,12201.67,97.14962,0,DTXSID5044526,DTXSID5044526,N-(4-Ethoxyphenyl)-3-oxobutanamide,,CCOc1ccc(NC(=O)CC(C)=O)cc1,N-(4-ethoxyphenyl)-3-oxobutanamide,C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.929542094,3.93766265,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1412,222.11051-234.8,5628,222.1105,234.8,100,97.5,100,2.5,11387.18,6855.419,60.20294,10454.24,9913.524,13016.17,13339.51,102.4841,9043.401,NA,0.58743688,0.513918352,11853.88,8855.65,74.70676,7560.245,9830.132,2,10,Multiple,222.1125,8.82,C12H15NO3,221.10519,M+H,12201.67,97.14962,0,DTXSID7057737,DTXSID7057737,3'-Acetyl-4'-hydroxybutyranilide,,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,N-(3-acetyl-4-hydroxyphenyl)butanamide,C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.141646924,1.531213622,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1413,222.11051-234.8,6448,222.1105,234.8,100,97.5,100,2.5,11387.18,6855.419,60.20294,10454.24,9913.524,13016.17,13339.51,102.4841,9043.401,NA,0.58743688,0.513918352,11853.88,8855.65,74.70676,7560.245,9830.132,2,10,Multiple,222.1125,8.82,C12H15NO3,221.10519,M+H,12201.67,97.14962,0,DTXSID9020249,DTXSID9020249,Carbofuran,,CNC(=O)Oc1cccc2c1OC(C)(C)C2,"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",C12H15NO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.085687398,4.425162224,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1414,222.11051-234.8,6871,222.1105,234.8,100,97.5,100,2.5,11387.18,6855.419,60.20294,10454.24,9913.524,13016.17,13339.51,102.4841,9043.401,NA,0.58743688,0.513918352,11853.88,8855.65,74.70676,7560.245,9830.132,2,10,Multiple,222.1125,8.82,C12H16BrNO3,221.10519,M+H,12201.67,97.14962,0,DTXSID9045392,DTXSID9045392,"Hydrocotarnine,hydrobromide",,COc1c2c(cc3c1OCO3)CCN(C)C2,"4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinoline",C12H16BrNO3,221.105193,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.902373517,1.658668426,2,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1415,222.14677-412.9,6892,222.1468,412.9,100,100,100,0,59074.44,42402.17,71.77751,47929.22,49922.77,89072.75,120265.4,135.0193,55421.8,56901.73,0.531609259,0.352571646,90720.23,102708,113.214,49779.8,57679.95,3,21386.14,Unique,222.1489,9.39,C13H19NO2,221.14158,M+H,74073.6,122.4731,0,DTXSID9045899,DTXSID9045899,Exalamide,,CCCCCCOc1ccccc1C(N)=O,2-hexoxybenzamide,C13H19NO2,221.141579,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.103323469,4.937442574,1,,,0,0,nurses1,-0.1634158,0.0982595,-1.663104,0.09790628,0,0,pos,0,
1416,223.09674-318.1,1126,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID1044851,DTXSID1044851,"2-Hydroxy-3-phenoxypropyl,prop-2-enoate",??,C=CC(=O)OCC(O)COc1ccccc1,(2-hydroxy-3-phenoxypropyl) prop-2-enoate,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.572578657,,,,,,,,,,,1,-1.584489203,9.293500011,5,,,0,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1417,223.09674-318.1,1214,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID1047150,DTXSID1047150,"tert-Butyl,hydrogen,phthalate",??,CC(C)(C)OC(=O)c1ccccc1C(=O)O,2-[(2-methylpropan-2-yl)oxycarbonyl]benzoic acid,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.270400871,1.869960444,1,,,1,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1418,223.09674-318.1,3131,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID4040002,DTXSID4040002,"Monobutyl,phthalate",??,CCCCOC(=O)c1ccccc1C(=O)O,2-butoxycarbonylbenzoic acid,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.118995777,5.35852274,5,,,1,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1419,223.09674-318.1,6949,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID9047201,DTXSID9047201,"Vanillin,isobutyrate",,COc1cc(C=O)ccc1OC(=O)C(C)C,(4-formyl-2-methoxyphenyl) 2-methylpropanoate,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204034205,1.314900669,1,,,0,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1420,223.09674-318.1,5037,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID7021780,DTXSID7021780,"Diethyl,phthalate",??,CCOC(=O)c1ccccc1C(=O)OCC,"diethyl benzene-1,2-dicarboxylate",C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.394016,4.579053,8,,,1,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1421,223.09674-318.1,1407,223.0967,318.1,100,100,100,0,84210.98,111131.4,131.9678,47889.91,50243.5,98748.99,106869,108.2229,61210.3,63094.55,1.219407353,1.039884344,3438.207,1547.239,45.00134,3661.023,3050.458,3,36241.61,Multiple,223.0965,1.14,C12H14O4,222.08921,M+H,91479.98,3.758425,0,DTXSID2020470,DTXSID2020470,"Diglycidyl,resorcinol,ether",??,c1cc(OCC2CO2)cc(OCC2CO2)c1,2-[[3-(oxiran-2-ylmethoxy)phenoxy]methyl]oxirane,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.797791045,,,,,,,,,,,1,-1.367697203,6.172998688,3,,,0,0,nurses1,-0.3463212,0.1999893,-1.731699,0.08491681,0,0,pos,0,
1422,223.09693-313.2,1126,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID1044851,DTXSID1044851,"2-Hydroxy-3-phenoxypropyl,prop-2-enoate",??,C=CC(=O)OCC(O)COc1ccccc1,(2-hydroxy-3-phenoxypropyl) prop-2-enoate,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.572578657,,,,,,,,,,,1,-1.584489203,9.293500011,5,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1423,223.09693-313.2,1214,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID1047150,DTXSID1047150,"tert-Butyl,hydrogen,phthalate",??,CC(C)(C)OC(=O)c1ccccc1C(=O)O,2-[(2-methylpropan-2-yl)oxycarbonyl]benzoic acid,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.270400871,1.869960444,1,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
1424,223.09693-313.2,1407,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID2020470,DTXSID2020470,"Diglycidyl,resorcinol,ether",??,c1cc(OCC2CO2)cc(OCC2CO2)c1,2-[[3-(oxiran-2-ylmethoxy)phenoxy]methyl]oxirane,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.797791045,,,,,,,,,,,1,-1.367697203,6.172998688,3,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1425,223.09693-313.2,3131,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID4040002,DTXSID4040002,"Monobutyl,phthalate",??,CCCCOC(=O)c1ccccc1C(=O)O,2-butoxycarbonylbenzoic acid,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.118995777,5.35852274,5,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
1426,223.09693-313.2,5037,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID7021780,DTXSID7021780,"Diethyl,phthalate",??,CCOC(=O)c1ccccc1C(=O)OCC,"diethyl benzene-1,2-dicarboxylate",C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.394016,4.579053,8,,,1,0,NA,0,NA,NA,NA,0,0,pos,0,
1427,223.09693-313.2,6949,223.0969,313.2,100,100,100,0,90061.37,108639.6,120.6284,64379.58,53586.79,110199.8,124433,112.9158,68707.38,66555.45,1.068303993,0.873077078,2099.833,954.7998,45.47027,2305.906,1812.333,3,36241.61,Multiple,223.0965,1.99,C12H14O4,222.08921,M+H,100130.6,2.097095,0,DTXSID9047201,DTXSID9047201,"Vanillin,isobutyrate",,COc1cc(C=O)ccc1OC(=O)C(C)C,(4-formyl-2-methoxyphenyl) 2-methylpropanoate,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204034205,1.314900669,1,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1428,223.12374-643.2,4487,223.1237,643.2,87.5,85,33.33333,2.5,4103.635,4089.618,99.65842,3489.603,NA,4963.649,5215.146,105.0668,3419.736,NA,0.948524367,0.784180922,716.9168,1186.592,165.5132,0,NA,2,10,Unique,223.123,3.43,C15H14N2,222.1157,M+H,4533.642,15.81327,0,DTXSID60276325,DTXSID60276325,CHEMBL306751,,CC(c1cnc[nH]1)c1cccc2ccccc12,5-(1-naphthalen-1-ylethyl)-1H-imidazole,C15H14N2,222.115698,exposurepred,,,,,,,1,0.298684475,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1429,223.12428-692,4487,223.1243,692,62.5,62.5,50,0,1680.736,3700.565,220.1753,520.8099,NA,1508.398,2070.56,137.2688,583.8908,NA,1.603971915,1.787229059,795.4887,1413.62,177.7046,63.89526,NA,2,10,Unique,223.123,5.85,C15H14N2,222.1157,M+H,1594.567,49.88745,0,DTXSID60276325,DTXSID60276325,CHEMBL306751,,CC(c1cnc[nH]1)c1cccc2ccccc12,5-(1-naphthalen-1-ylethyl)-1H-imidazole,C15H14N2,222.115698,exposurepred,,,,,,,1,0.298684475,,,,,,,,,,,,,,,,,0,0,NA,0,NA,NA,NA,0,0,pos,0,
1430,223.13346-632.3,3126,223.1335,632.3,97.5,100,33.33333,-2.5,49327.64,50664.15,102.7095,39739.12,NA,62897.01,72195.61,114.7839,47927.25,20348.65,0.894807547,0.701762199,919.628,1579.781,171.7847,0,NA,3,26470.59,Multiple,223.1329,2.64,C13H18O3,222.12559,M+H,56112.32,1.638906,0,DTXSID4038924,DTXSID4038924,"Hexyl,salicylate",,CCCCCCOc1ccccc1C(=O)O,2-hexoxybenzoic acid,C13H18O3,222.125594,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.680808218,6.14609181,1,,,0,0,nurses1,-0.4251174,0.2264046,-1.877689,0.0619243,0,0,pos,0,
1431,223.13346-632.3,1108,223.1335,632.3,97.5,100,33.33333,-2.5,49327.64,50664.15,102.7095,39739.12,NA,62897.01,72195.61,114.7839,47927.25,20348.65,0.894807547,0.701762199,919.628,1579.781,171.7847,0,NA,3,26470.59,Multiple,223.1329,2.64,C13H18O3,222.12559,M+H,56112.32,1.638906,0,DTXSID1044514,DTXSID1044514,Hexylparaben,,CCCCCCOC(=O)c1ccc(O)cc1,hexyl 4-hydroxybenzoate,C13H18O3,222.125594,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.61631569,11.23207567,5,,,0,0,nurses1,-0.4251174,0.2264046,-1.877689,0.0619243,0,0,pos,0,
1432,223.15442-275.7,5402,223.1544,275.7,100,100,100,0,206396.1,119868,58.07669,162769.3,179676.4,231987.7,132843.4,57.26311,196667.1,201433.6,1.014207751,0.902325595,399532.7,173233.4,43.35901,383221.4,363900.6,3,51923.08,Multiple,223.154,1.88,C10H22O5,222.14672,M+H,219191.9,182.2753,0,DTXSID7044396,DTXSID7044396,"2,5,8,11,14-Pentaoxapentadecane",,COCCOCCOCCOCCOC,1-methoxy-2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethane,C10H22O5,222.146724,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.431183596,1.766280162,1,,,0,0,nurses1,-0.2006904,0.05052542,-3.972068,0.000100368,0,0,pos,0,
1433,223.15442-275.7,3053,223.1544,275.7,100,100,100,0,206396.1,119868,58.07669,162769.3,179676.4,231987.7,132843.4,57.26311,196667.1,201433.6,1.014207751,0.902325595,399532.7,173233.4,43.35901,383221.4,363900.6,3,51923.08,Multiple,223.154,1.88,C10H22O5,222.14672,M+H,219191.9,182.2753,0,DTXSID4029274,DTXSID4029274,"Tetraethylene,glycol,monoethyl,ether",,CCOCCOCCOCCOCCO,2-[2-[2-(2-ethoxyethoxy)ethoxy]ethoxy]ethanol,C10H22O5,222.146724,exposurepred,,,,,,,1,0.590004939,,,,,,,,,,,,,,,,,0,0,nurses1,-0.2006904,0.05052542,-3.972068,0.000100368,0,0,pos,0,
1434,223.16947-731.2,6083,223.1695,731.2,100,100,33.33333,0,5139.832,3305.763,64.31655,4267.262,4011.917,4087.803,3246.857,79.42791,3544.959,2975.449,0.80974748,1.018142468,1076.493,2000.754,185.8586,0,NA,3,38848.92,Multiple,223.1693,0.96,C14H22O2,222.16198,M+H,4613.817,23.33193,0,DTXSID8041248,DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,"2,5-ditert-butylbenzene-1,4-diol",C14H22O2,222.16198,"exposurepred, VBtoxcast",,,,,,,1,5.636505575,,,,,,,,,,,1,-1.553277,11.62833,27,,,0,0,nurses1,0.4309689,0.143,3.013768,0.002924746,1,0,pos,0,1
1435,223.16947-731.2,6673,223.1695,731.2,100,100,33.33333,0,5139.832,3305.763,64.31655,4267.262,4011.917,4087.803,3246.857,79.42791,3544.959,2975.449,0.80974748,1.018142468,1076.493,2000.754,185.8586,0,NA,3,38848.92,Multiple,223.1693,0.96,C14H22O2,222.16198,M+H,4613.817,23.33193,0,DTXSID9027653,DTXSID9027653,"Isobornyl,methacrylate",,C=C(C)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"[(1S,2S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-methylprop-2-enoate",C14H22O2,222.16198,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.007503,17.0601,8,,,0,0,nurses1,0.4309689,0.143,3.013768,0.002924746,1,0,pos,0,1
1436,223.1696-727.3,6083,223.1696,727.3,100,98.75,33.33333,1.25,4585.038,3011.434,65.67959,3687.922,3550.925,3726.278,3069.561,82.37605,3067.73,NA,0.797314147,0.981063416,1209.032,2093.723,173.1735,0,NA,3,38848.92,Multiple,223.1693,1.54,C14H22O2,222.16198,M+H,4155.658,29.09364,0,DTXSID8041248,DTXSID8041248,"2,5-Di-tert-butylbenzene-1,4-diol",,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,"2,5-ditert-butylbenzene-1,4-diol",C14H22O2,222.16198,"exposurepred, VBtoxcast",,,,,,,1,5.636505575,,,,,,,,,,,1,-1.553277,11.62833,27,,,0,0,nurses1,0.4694889,0.1736202,2.704114,0.007457309,1,0,pos,0,1
1437,223.1696-727.3,6673,223.1696,727.3,100,98.75,33.33333,1.25,4585.038,3011.434,65.67959,3687.922,3550.925,3726.278,3069.561,82.37605,3067.73,NA,0.797314147,0.981063416,1209.032,2093.723,173.1735,0,NA,3,38848.92,Multiple,223.1693,1.54,C14H22O2,222.16198,M+H,4155.658,29.09364,0,DTXSID9027653,DTXSID9027653,"Isobornyl,methacrylate",,C=C(C)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,"[(1S,2S,4S)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 2-methylprop-2-enoate",C14H22O2,222.16198,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.007503,17.0601,8,,,0,0,nurses1,0.4694889,0.1736202,2.704114,0.007457309,1,0,pos,0,1
1438,223.20608-873,5657,223.2061,873,100,100,100,0,14549.84,7307.461,50.22367,14472.13,12269.11,74780.16,377246.6,504.4742,15115.18,14620.6,0.099556469,0.019370515,8364.855,5006.924,59.85668,6992.921,7040.518,3,19424.46,Multiple,223.2056,1.97,C15H26O,222.19836,M+H,44665,18.72799,0,DTXSID7074402,DTXSID7074402,"2H-Cyclododeca[b]pyran,,3,4,5,6,7,8,9,10,11,12,13,14-dodecahydro-",,C1CCCCCC2=C(CCCC1)CCCO2,"3,4,5,6,7,8,9,10,11,12,13,14-dodecahydro-2H-cyclododeca[b]pyran",C15H26O,222.198365,exposurepred,,,,,,,1,0.160523432,,,,,,,,,,,,,,,,,0,0,nurses1,-0.1803727,0.1087445,-1.658684,0.09879532,0,0,pos,0,
1439,223.20608-873,3175,223.2061,873,100,100,100,0,14549.84,7307.461,50.22367,14472.13,12269.11,74780.16,377246.6,504.4742,15115.18,14620.6,0.099556469,0.019370515,8364.855,5006.924,59.85668,6992.921,7040.518,3,19424.46,Multiple,223.2056,1.97,C15H26O,222.19836,M+H,44665,18.72799,0,DTXSID4042094,DTXSID4042094,Levomenol,,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,(2S)-6-methyl-2-[(1S)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,C15H26O,222.198365,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.292716545,6.871378253,2,,,0,0,nurses1,-0.1803727,0.1087445,-1.658684,0.09879532,0,0,pos,0,
1440,223.20608-873,1217,223.2061,873,100,100,100,0,14549.84,7307.461,50.22367,14472.13,12269.11,74780.16,377246.6,504.4742,15115.18,14620.6,0.099556469,0.019370515,8364.855,5006.924,59.85668,6992.921,7040.518,3,19424.46,Multiple,223.2056,1.97,C15H26O,222.19836,M+H,44665,18.72799,0,DTXSID1047239,DTXSID1047239,cis-Nerolidol,,C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,"(6Z)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",C15H26O,222.198365,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.776283512,4.320284529,1,,,0,0,nurses1,-0.1803727,0.1087445,-1.658684,0.09879532,0,0,pos,0,
