,featureid,ID,mz,time,DF_n,DF_ow,DF_blank,DF_diff,mean_N,sd_N,cv_N,median_N,gMean_N,mean_OW,sd_OW,cv_OW,median_OW,gMean_OW,SD_N/SD_OW,cv_N/cv_OW,mean_FB,sd_FB,cv_FB,median_FB,gMean_FB,Confidence,score,MatchCategory,theoretical.mz,delta_ppm,Formula,MonoisotopicMass,Adduct,mean_N_OW,percent_FB,DF_high_N,parent_id,DB_name,name_original,fragment?,SMILES_cleaned,name_cleaned,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,phthalate,carcino,term,estimate,std.error,statistic,p.value,higher_intensity_N,metabolite,ESI,BC-relevant,">2XFB, higher N_Int, higher N df"
1390,215.03335-67,3754,215.03335,67,100,100,75,0,1595512.351,557159.7783,34.92043029,1616471.925,1489916.956,1583505.114,510391.02,32.23172541,1689521.668,1485891.174,1.091633192,1.083417963,2077.027156,2478.488935,119.3286726,971.194441,NA,3,21696.42857,Multiple,215.034983,7.59,C12H8O4,216.04226,M-H,1589508.732,0.130671013,0,DTXSID5029211,DTXSID5029211,"2,6-Naphthalenedicarboxylic,acid",??,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,"naphthalene-2,6-dicarboxylic acid",C12H8O4,216.042259,"exposurepred, VBtoxcast",,,,,,,1,0.201865752,,,,,,,,,,,1,-2.90415053,7.045311792,3,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1391,215.03335-67,5725,215.03335,67,100,100,75,0,1595512.351,557159.7783,34.92043029,1616471.925,1489916.956,1583505.114,510391.02,32.23172541,1689521.668,1485891.174,1.091633192,1.083417963,2077.027156,2478.488935,119.3286726,971.194441,NA,3,21696.42857,Multiple,215.034983,7.59,C12H8O4,216.04226,M-H,1589508.732,0.130671013,0,DTXSID8020830,DTXSID8020830,8-Methoxypsoralen,,COc1c2occc2cc2ccc(=O)oc12,"9-methoxyfuro[3,2-g]chromen-7-one",C12H8O4,216.042259,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.599251273,5.658542919,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1392,215.12877-377.6,5898,215.12877,377.6,100,100,100,0,24257.1001,20239.57907,83.43775221,14666.65893,17084.94984,26266.2772,25736.99759,97.98494623,16952.68619,15208.96298,0.786400162,0.851536439,8066.814358,3722.030497,46.14002916,7903.253824,7093.399482,3,23142.85714,Multiple,215.128883,0.53,C11H20O4,216.13616,M-H,25261.68865,31.93299732,0,DTXSID8025707,DTXSID8025707,"Neopentyl,glycol,diglycidyl,ether",,CC(C)(COCC1CO1)COCC1CO1,"2-[[2,2-dimethyl-3-(oxiran-2-ylmethoxy)propoxy]methyl]oxirane",C11H20O4,216.136159,"exposurepred, VBtoxcast",,,,,,,1,0.205275365,,,,,,,,,,,1,-2.743929783,3.6385923,5,,,0,0,nurses1,0.228815516,0.090270397,2.534779107,0.012041322,1,0,neg,0,1
1393,215.12877-377.6,424,215.12877,377.6,100,100,100,0,24257.1001,20239.57907,83.43775221,14666.65893,17084.94984,26266.2772,25736.99759,97.98494623,16952.68619,15208.96298,0.786400162,0.851536439,8066.814358,3722.030497,46.14002916,7903.253824,7093.399482,3,23142.85714,Multiple,215.128883,0.53,C11H20O4,216.13616,M-H,25261.68865,31.93299732,0,DTXSID0044862,DTXSID0044862,"Undecanedioic,acid",,O=C(O)CCCCCCCCCC(=O)O,undecanedioic acid,C11H20O4,216.136159,exposurepred,,,,,,,1,13.61046255,,,,,,,,,,,,,,,,,0,0,nurses1,0.228815516,0.090270397,2.534779107,0.012041322,1,0,neg,0,1
1394,215.12877-377.6,2522,215.12877,377.6,100,100,100,0,24257.1001,20239.57907,83.43775221,14666.65893,17084.94984,26266.2772,25736.99759,97.98494623,16952.68619,15208.96298,0.786400162,0.851536439,8066.814358,3722.030497,46.14002916,7903.253824,7093.399482,3,23142.85714,Multiple,215.128883,0.53,C11H20O4,216.13616,M-H,25261.68865,31.93299732,0,DTXSID3044831,DTXSID3044831,"1-Butoxy-1-oxopropan-2-yl,butanoate",,CCCCOC(=O)C(C)OC(=O)CCC,(1-butoxy-1-oxopropan-2-yl) butanoate,C11H20O4,216.136159,"exposurepred, VBtoxcast",,,,,,,1,0.314824497,,,,,,,,,,,1,-2.258914,1.307192,2,,,0,0,nurses1,0.228815516,0.090270397,2.534779107,0.012041322,1,0,neg,0,1
1395,215.12877-377.6,1125,215.12877,377.6,100,100,100,0,24257.1001,20239.57907,83.43775221,14666.65893,17084.94984,26266.2772,25736.99759,97.98494623,16952.68619,15208.96298,0.786400162,0.851536439,8066.814358,3722.030497,46.14002916,7903.253824,7093.399482,3,23142.85714,Multiple,215.128883,0.53,C11H20O4,216.13616,M-H,25261.68865,31.93299732,0,DTXSID1044807,DTXSID1044807,"Dimethyl,nonanedioate",,COC(=O)CCCCCCCC(=O)OC,dimethyl nonanedioate,C11H20O4,216.136159,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.225922442,2.423372607,3,,,0,0,nurses1,0.228815516,0.090270397,2.534779107,0.012041322,1,0,neg,0,1
1396,216.03311-204.8,1846,216.03311,204.8,73.33333333,71.25,33.33333333,2.083333333,13588.70601,27204.10169,200.1964106,1593.942703,NA,8002.5529,13750.76836,171.8297714,2554.348637,NA,1.978369571,1.165085706,120.1035803,215.460309,179.3954089,0,NA,2,10,Unique,216.034365,5.81,C7H9FN3O2P,217.04164,M-H,10795.62946,1.112520403,0,DTXSID2045654,DTXSID2045654,Flurofamide,,NP(N)(=O)NC(=O)c1ccc(F)cc1,N-diaminophosphoryl-4-fluorobenzamide,C7H9FN3O2P,217.041641,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-5.023221,2.045224,2,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1397,217.01603-267.1,4312,217.01603,267.1,100,100,100,0,622402.204,693076.4198,111.3550716,348170.2078,406605.9759,582124.4452,524429.5178,90.08890147,392817.463,443536.1379,1.321581635,1.236057603,294600.7538,88123.09984,29.91272042,317514.6504,280541.5028,3,25714.28571,Multiple,217.015116,4.21,C12H10S2,218.02239,M-H,602263.3246,48.91560582,0,DTXSID6022131,DTXSID6022131,"Diphenyl,disulfide",,c1ccc(SSc2ccccc2)cc1,(phenyldisulfanyl)benzene,C12H10S2,218.022392,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.149942,3.525714,1,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1398,217.15957-607.5,6237,217.15957,607.5,68.33333333,50,8.333333333,18.33333333,6779.864351,9016.044185,132.9826633,2316.594452,NA,3335.89133,6377.622586,191.1819647,50.49779742,NA,1.413699864,0.695581633,8.577078007,29.71186978,346.4101615,0,NA,2,10,Unique,217.159789,1.01,C15H22O,218.16707,M-H,5057.877841,0.169578592,1,DTXSID8047050,DTXSID8047050,(+)-Nootkatone,,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",C15H22O,218.167065,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.248250969,5.559447371,1,,,0,0,nurses1,2.695114239,0.78887872,3.416386032,0.000772972,1,0,neg,0,1
1399,217.15979-414.4,6237,217.15979,414.4,83.33333333,93.75,41.66666667,-10.41666667,1087.804416,1069.62585,98.3288755,981.1313256,NA,1150.869295,963.2665967,83.6990439,953.4123946,NA,1.110415179,1.174790905,786.0034044,1556.470484,198.0233769,0,NA,2,10,Unique,217.159789,0,C15H22O,218.16707,M-H,1119.336856,70.22045245,0,DTXSID8047050,DTXSID8047050,(+)-Nootkatone,,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",C15H22O,218.167065,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.248250969,5.559447371,1,,,0,0,nurses1,-0.835782608,0.413803705,-2.01975622,0.044784324,0,0,neg,0,
1400,219.10058-379.1,1977,219.10058,379.1,100,100,16.66666667,0,10279.81558,5674.553616,55.20092818,9215.407094,8356.730539,8634.586817,5672.282597,65.69257704,7424.549453,6227.569715,1.000400371,0.840291714,20.92612075,48.91845815,233.7674466,0,NA,2,10,Multiple,219.102668,9.53,C13H16O3,220.10994,M-H,9457.2012,0.221271815,0,DTXSID2051928,DTXSID2051928,"Cyclohexyl,2-hydroxybenzoate",,O=C(OC1CCCCC1)c1ccccc1O,cyclohexyl 2-hydroxybenzoate,C13H16O3,220.109944,exposurepred,,,,,,,1,1.914702565,,,,,,,,,,,,,,,,,0,0,nurses1,0.464973785,0.143383191,3.24287514,0.001393132,1,0,neg,0,1
1401,219.10058-379.1,6043,219.10058,379.1,100,100,16.66666667,0,10279.81558,5674.553616,55.20092818,9215.407094,8356.730539,8634.586817,5672.282597,65.69257704,7424.549453,6227.569715,1.000400371,0.840291714,20.92612075,48.91845815,233.7674466,0,NA,2,10,Multiple,219.102668,9.53,C13H16O3,220.10994,M-H,9457.2012,0.221271815,0,DTXSID8037750,DTXSID8037750,"(3Z)-Hex-3-en-1-yl,salicylate",,CC/C=C\CCOC(=O)c1ccccc1O,[(Z)-hex-3-enyl] 2-hydroxybenzoate,C13H16O3,220.109944,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.742887,20.77966,3,,,0,0,nurses1,0.464973785,0.143383191,3.24287514,0.001393132,1,0,neg,0,1
1402,219.10244-578.9,1977,219.10244,578.9,100,100,66.66666667,0,13417.53993,8918.586514,66.46961038,11841.87388,10654.37144,9925.689557,6610.033505,66.59520698,8751.913821,7614.178017,1.34924982,0.99811403,2931.638626,3791.796626,129.3405194,2231.530226,NA,2,10,Multiple,219.102668,1.04,C13H16O3,220.10994,M-H,11671.61474,25.11767815,0,DTXSID2051928,DTXSID2051928,"Cyclohexyl,2-hydroxybenzoate",,O=C(OC1CCCCC1)c1ccccc1O,cyclohexyl 2-hydroxybenzoate,C13H16O3,220.109944,exposurepred,,,,,,,1,1.914702565,,,,,,,,,,,,,,,,,0,0,nurses1,0.495873827,0.129281786,3.835604716,0.000169296,1,0,neg,0,1
1403,219.10244-578.9,6043,219.10244,578.9,100,100,66.66666667,0,13417.53993,8918.586514,66.46961038,11841.87388,10654.37144,9925.689557,6610.033505,66.59520698,8751.913821,7614.178017,1.34924982,0.99811403,2931.638626,3791.796626,129.3405194,2231.530226,NA,2,10,Multiple,219.102668,1.04,C13H16O3,220.10994,M-H,11671.61474,25.11767815,0,DTXSID8037750,DTXSID8037750,"(3Z)-Hex-3-en-1-yl,salicylate",,CC/C=C\CCOC(=O)c1ccccc1O,[(Z)-hex-3-enyl] 2-hydroxybenzoate,C13H16O3,220.109944,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-2.742887,20.77966,3,,,0,0,nurses1,0.495873827,0.129281786,3.835604716,0.000169296,1,0,neg,0,1
1404,219.13876-464.2,2527,219.13876,464.2,95.83333333,65,0,30.83333333,7619.555631,7922.781509,103.9795743,5162.337992,NA,3232.106197,6347.227091,196.3805242,531.3667553,NA,1.248227202,0.529480073,0,0,NA,0,NA,2,10,Multiple,219.139054,1.34,C14H20O2,220.14633,M-H,5425.830914,0,1,DTXSID3044889,DTXSID3044889,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",,CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,"2,5-ditert-butylcyclohexa-2,5-diene-1,4-dione",C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.326990407,6.155500424,3,,,0,0,nurses1,4.493244597,0.606681548,7.406265464,3.88E-12,1,0,neg,0,1
1405,219.13876-464.2,3837,219.13876,464.2,95.83333333,65,0,30.83333333,7619.555631,7922.781509,103.9795743,5162.337992,NA,3232.106197,6347.227091,196.3805242,531.3667553,NA,1.248227202,0.529480073,0,0,NA,0,NA,2,10,Multiple,219.139054,1.34,C14H20O2,220.14633,M-H,5425.830914,0,1,DTXSID5038830,DTXSID5038830,"1,1-Dimethyl-2-phenylethyl,butanoate",,CCCC(=O)OC(C)(C)Cc1ccccc1,(2-methyl-1-phenylpropan-2-yl) butanoate,C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204902392,7.247025802,1,,,0,0,nurses1,4.493244597,0.606681548,7.406265464,3.88E-12,1,0,neg,0,1
1406,219.1388-573.7,2527,219.1388,573.7,100,100,66.66666667,0,26599.87693,13454.03827,50.57932524,24254.56885,22962.56209,19227.42432,11745.16184,61.08546651,16865.45627,15229.12431,1.145496201,0.828009151,3284.990261,3535.110844,107.6140433,2920.063227,NA,2,10,Multiple,219.139054,1.16,C14H20O2,220.14633,M-H,22913.65063,14.33638976,0,DTXSID3044889,DTXSID3044889,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",,CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,"2,5-ditert-butylcyclohexa-2,5-diene-1,4-dione",C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.326990407,6.155500424,3,,,0,0,nurses1,0.614203675,0.107609541,5.707706482,4.24E-08,1,0,neg,0,1
1407,219.1388-573.7,3837,219.1388,573.7,100,100,66.66666667,0,26599.87693,13454.03827,50.57932524,24254.56885,22962.56209,19227.42432,11745.16184,61.08546651,16865.45627,15229.12431,1.145496201,0.828009151,3284.990261,3535.110844,107.6140433,2920.063227,NA,2,10,Multiple,219.139054,1.16,C14H20O2,220.14633,M-H,22913.65063,14.33638976,0,DTXSID5038830,DTXSID5038830,"1,1-Dimethyl-2-phenylethyl,butanoate",,CCCC(=O)OC(C)(C)Cc1ccccc1,(2-methyl-1-phenylpropan-2-yl) butanoate,C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204902392,7.247025802,1,,,0,0,nurses1,0.614203675,0.107609541,5.707706482,4.24E-08,1,0,neg,0,1
1408,219.13881-741.3,2527,219.13881,741.3,100,81.25,0,18.75,10735.31968,8053.532107,75.01902452,8388.029888,7796.200901,5632.050551,5476.838618,97.24413105,4696.394046,NA,1.470470954,0.771450407,0,0,NA,0,NA,2,10,Multiple,219.139054,1.11,C14H20O2,220.14633,M-H,8183.685118,0,1,DTXSID3044889,DTXSID3044889,"2,5-Di-tert-butylcyclohexa-2,5-diene-1,4-dione",,CC(C)(C)C1=CC(=O)C(C(C)(C)C)=CC1=O,"2,5-ditert-butylcyclohexa-2,5-diene-1,4-dione",C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.326990407,6.155500424,3,,,0,0,nurses1,3.155695084,0.447526298,7.05141821,3.04E-11,1,0,neg,0,1
1409,219.13881-741.3,3837,219.13881,741.3,100,81.25,0,18.75,10735.31968,8053.532107,75.01902452,8388.029888,7796.200901,5632.050551,5476.838618,97.24413105,4696.394046,NA,1.470470954,0.771450407,0,0,NA,0,NA,2,10,Multiple,219.139054,1.11,C14H20O2,220.14633,M-H,8183.685118,0,1,DTXSID5038830,DTXSID5038830,"1,1-Dimethyl-2-phenylethyl,butanoate",,CCCC(=O)OC(C)(C)Cc1ccccc1,(2-methyl-1-phenylpropan-2-yl) butanoate,C14H20O2,220.14633,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204902392,7.247025802,1,,,0,0,nurses1,3.155695084,0.447526298,7.05141821,3.04E-11,1,0,neg,0,1
1410,219.17522-592.1,1066,219.17522,592.1,81.66666667,75,100,6.666666667,625.8564208,631.4407949,100.8922772,548.9706723,NA,1339.048307,4770.90661,356.2908511,459.7467768,NA,0.13235237,0.283173921,2267.406981,2123.36091,93.64710118,1497.128387,1584.704761,2,10,Multiple,219.175439,1,C15H24O,220.18272,M-H,982.452364,230.7905263,0,DTXSID1041502,DTXSID1041502,"3-Methyl-4,6-di-tert-butylphenol",,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,"2,4-ditert-butyl-5-methylphenol",C15H24O,220.182715,"exposurepred, VBtoxcast",,,,,,,1,0.210021186,,,,,,,,,,,1,-2.778062466,21.37201957,13,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1411,219.17522-592.1,1393,219.17522,592.1,81.66666667,75,100,6.666666667,625.8564208,631.4407949,100.8922772,548.9706723,NA,1339.048307,4770.90661,356.2908511,459.7467768,NA,0.13235237,0.283173921,2267.406981,2123.36091,93.64710118,1497.128387,1584.704761,2,10,Multiple,219.175439,1,C15H24O,220.18272,M-H,982.452364,230.7905263,0,DTXSID2020216,DTXSID2020216,"Butylated,hydroxytoluene",,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-ditert-butyl-4-methylphenol",C15H24O,220.182715,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-2.037941564,9.450162316,6,,1,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1412,219.17522-592.1,3797,219.17522,592.1,81.66666667,75,100,6.666666667,625.8564208,631.4407949,100.8922772,548.9706723,NA,1339.048307,4770.90661,356.2908511,459.7467768,NA,0.13235237,0.283173921,2267.406981,2123.36091,93.64710118,1497.128387,1584.704761,2,10,Multiple,219.175439,1,C15H24O,220.18272,M-H,982.452364,230.7905263,0,DTXSID5033836,DTXSID5033836,4-Nonylphenol,,CCCCCCCCCc1ccc(O)cc1,4-nonylphenol,C15H24O,220.182715,"VBtoxcast, MGDev",,,,,,,,,,,1,,,,,,,,1,-2.206111543,20.87079659,4,,,0,1,NA,NA,NA,NA,NA,0,0,neg,1,
1413,219.17526-896.2,1066,219.17526,896.2,100,100,100,0,14579.83107,5532.059979,37.94323782,15344.47867,13285.02553,14419.84533,5435.56638,37.69503941,14191.51624,13415.33665,1.017752262,1.006584379,11504.59478,6361.133215,55.2921101,14773.91835,9004.561485,2,10,Multiple,219.175439,0.82,C15H24O,220.18272,M-H,14499.8382,79.34291834,0,DTXSID1041502,DTXSID1041502,"3-Methyl-4,6-di-tert-butylphenol",,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,"2,4-ditert-butyl-5-methylphenol",C15H24O,220.182715,"exposurepred, VBtoxcast",,,,,,,1,0.210021186,,,,,,,,,,,1,-2.778062466,21.37201957,13,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1414,219.17526-896.2,1393,219.17526,896.2,100,100,100,0,14579.83107,5532.059979,37.94323782,15344.47867,13285.02553,14419.84533,5435.56638,37.69503941,14191.51624,13415.33665,1.017752262,1.006584379,11504.59478,6361.133215,55.2921101,14773.91835,9004.561485,2,10,Multiple,219.175439,0.82,C15H24O,220.18272,M-H,14499.8382,79.34291834,0,DTXSID2020216,DTXSID2020216,"Butylated,hydroxytoluene",,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-ditert-butyl-4-methylphenol",C15H24O,220.182715,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-2.037941564,9.450162316,6,,1,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1415,219.17526-896.2,3797,219.17526,896.2,100,100,100,0,14579.83107,5532.059979,37.94323782,15344.47867,13285.02553,14419.84533,5435.56638,37.69503941,14191.51624,13415.33665,1.017752262,1.006584379,11504.59478,6361.133215,55.2921101,14773.91835,9004.561485,2,10,Multiple,219.175439,0.82,C15H24O,220.18272,M-H,14499.8382,79.34291834,0,DTXSID5033836,DTXSID5033836,4-Nonylphenol,,CCCCCCCCCc1ccc(O)cc1,4-nonylphenol,C15H24O,220.182715,"VBtoxcast, MGDev",,,,,,,,,,,1,,,,,,,,1,-2.206111543,20.87079659,4,,,0,1,NA,NA,NA,NA,NA,0,0,neg,1,
1416,219.17528-763.4,1393,219.17528,763.4,83.33333333,76.25,0,7.083333333,4406.7815,5256.723234,119.2871313,2171.462605,NA,2668.108172,4228.456796,158.4814604,634.8856827,NA,1.24317771,0.752688239,0,0,NA,0,NA,2,10,Multiple,219.175439,0.73,C15H24O,220.18272,M-H,3537.444836,0,0,DTXSID2020216,DTXSID2020216,"Butylated,hydroxytoluene",1,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"2,6-ditert-butyl-4-methylphenol",C15H24O,220.182715,"VBtoxcast, pellizzari",,,,,,,,,,,,,,,,,,,1,-2.037941564,9.450162316,6,,1,0,0,nurses1,1.537336089,0.579460544,2.653047053,0.00863775,1,0,neg,0,1
1417,219.17528-763.4,1066,219.17528,763.4,83.33333333,76.25,0,7.083333333,4406.7815,5256.723234,119.2871313,2171.462605,NA,2668.108172,4228.456796,158.4814604,634.8856827,NA,1.24317771,0.752688239,0,0,NA,0,NA,2,10,Multiple,219.175439,0.73,C15H24O,220.18272,M-H,3537.444836,0,0,DTXSID1041502,DTXSID1041502,"3-Methyl-4,6-di-tert-butylphenol",,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,"2,4-ditert-butyl-5-methylphenol",C15H24O,220.182715,"exposurepred, VBtoxcast",,,,,,,1,0.210021186,,,,,,,,,,,1,-2.778062466,21.37201957,13,,,0,0,nurses1,1.537336089,0.579460544,2.653047053,0.00863775,1,0,neg,0,1
1418,219.17528-763.4,3797,219.17528,763.4,83.33333333,76.25,0,7.083333333,4406.7815,5256.723234,119.2871313,2171.462605,NA,2668.108172,4228.456796,158.4814604,634.8856827,NA,1.24317771,0.752688239,0,0,NA,0,NA,2,10,Multiple,219.175439,0.73,C15H24O,220.18272,M-H,3537.444836,0,0,DTXSID5033836,DTXSID5033836,4-Nonylphenol,1,CCCCCCCCCc1ccc(O)cc1,4-nonylphenol,C15H24O,220.182715,"VBtoxcast, MGDev",,,,,,,,,,,1,,,,,,,,1,-2.206111543,20.87079659,4,,,0,1,nurses1,1.537336089,0.579460544,2.653047053,0.00863775,1,0,neg,1,1
1419,220.14664-478.4,2115,220.14664,478.4,100,100,100,0,129503.64,81351.00992,62.81754698,116218.4212,103296.1093,135392.7294,99520.59497,73.50512501,139425.5825,107628.4755,0.817428894,0.854600913,68225.91358,32743.2619,47.99241253,65317.73497,60401.79837,3,24770.6422,Multiple,220.145536,5.01,C12H20ClN3O,221.15281,M-H,132448.1847,51.51139952,0,DTXSID3021190,DTXSID3021190,"Procarbazine,hydrochloride",,CNNCc1ccc(C(=O)NC(C)C)cc1,4-[(2-methylhydrazinyl)methyl]-N-propan-2-ylbenzamide,C12H20ClN3O,221.152812,"VBtoxcast, MC",,,,,,,,,1,,,,,,,,,,1,-1.360491573,9.298482602,1,,,0,1,NA,NA,NA,NA,NA,0,0,neg,1,
1420,220.14664-478.4,2843,220.14664,478.4,100,100,100,0,129503.64,81351.00992,62.81754698,116218.4212,103296.1093,135392.7294,99520.59497,73.50512501,139425.5825,107628.4755,0.817428894,0.854600913,68225.91358,32743.2619,47.99241253,65317.73497,60401.79837,3,24770.6422,Multiple,220.145536,5.01,C12H19N3O,221.15281,M-H,132448.1847,51.51139952,0,DTXSID4021189,DTXSID4021189,Procarbazine,,CNNCc1ccc(C(=O)NC(C)C)cc1,4-[(2-methylhydrazinyl)methyl]-N-propan-2-ylbenzamide,C12H19N3O,221.152812,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-0.5684862,3.331635,5,,,0,0,NA,NA,NA,NA,NA,0,0,neg,0,
1421,221.08176-328.4,6949,221.08176,328.4,100,100,100,0,58502.93216,163604.4428,279.6516973,34284.64144,35226.57678,28339.75801,17965.83739,63.39446294,29215.9752,21214.17838,9.106418987,4.411295313,32715.89537,31795.43145,97.18649327,23512.8919,16680.00092,3,27000,Multiple,221.081933,0.78,C12H14O4,222.08921,M-H,43421.34509,75.34519094,0,DTXSID9047201,DTXSID9047201,"Vanillin,isobutyrate",,COc1cc(C=O)ccc1OC(=O)C(C)C,(4-formyl-2-methoxyphenyl) 2-methylpropanoate,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.204034205,1.314900669,1,,,0,0,nurses1,0.73251789,0.142326752,5.146733689,6.47E-07,1,0,neg,0,
1422,221.08176-328.4,1214,221.08176,328.4,100,100,100,0,58502.93216,163604.4428,279.6516973,34284.64144,35226.57678,28339.75801,17965.83739,63.39446294,29215.9752,21214.17838,9.106418987,4.411295313,32715.89537,31795.43145,97.18649327,23512.8919,16680.00092,3,27000,Multiple,221.081933,0.78,C12H14O4,222.08921,M-H,43421.34509,75.34519094,0,DTXSID1047150,DTXSID1047150,"tert-Butyl,hydrogen,phthalate",,CC(C)(C)OC(=O)c1ccccc1C(=O)O,2-[(2-methylpropan-2-yl)oxycarbonyl]benzoic acid,C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.270400871,1.869960444,1,,,1,0,nurses1,0.73251789,0.142326752,5.146733689,6.47E-07,1,0,neg,0,
1423,221.08176-328.4,1407,221.08176,328.4,100,100,100,0,58502.93216,163604.4428,279.6516973,34284.64144,35226.57678,28339.75801,17965.83739,63.39446294,29215.9752,21214.17838,9.106418987,4.411295313,32715.89537,31795.43145,97.18649327,23512.8919,16680.00092,3,27000,Multiple,221.081933,0.78,C12H14O4,222.08921,M-H,43421.34509,75.34519094,0,DTXSID2020470,DTXSID2020470,"Diglycidyl,resorcinol,ether",,c1cc(OCC2CO2)cc(OCC2CO2)c1,2-[[3-(oxiran-2-ylmethoxy)phenoxy]methyl]oxirane,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.797791045,,,,,,,,,,,1,-1.367697203,6.172998688,3,,,0,0,nurses1,0.73251789,0.142326752,5.146733689,6.47E-07,1,0,neg,0,
1424,221.08176-328.4,1126,221.08176,328.4,100,100,100,0,58502.93216,163604.4428,279.6516973,34284.64144,35226.57678,28339.75801,17965.83739,63.39446294,29215.9752,21214.17838,9.106418987,4.411295313,32715.89537,31795.43145,97.18649327,23512.8919,16680.00092,3,27000,Multiple,221.081933,0.78,C12H14O4,222.08921,M-H,43421.34509,75.34519094,0,DTXSID1044851,DTXSID1044851,"2-Hydroxy-3-phenoxypropyl,prop-2-enoate",,C=CC(=O)OCC(O)COc1ccccc1,(2-hydroxy-3-phenoxypropyl) prop-2-enoate,C12H14O4,222.089209,"exposurepred, VBtoxcast",,,,,,,1,2.572578657,,,,,,,,,,,1,-1.584489203,9.293500011,5,,,0,0,nurses1,0.73251789,0.142326752,5.146733689,6.47E-07,1,0,neg,0,
1425,221.08176-328.4,5037,221.08176,328.4,100,100,100,0,58502.93216,163604.4428,279.6516973,34284.64144,35226.57678,28339.75801,17965.83739,63.39446294,29215.9752,21214.17838,9.106418987,4.411295313,32715.89537,31795.43145,97.18649327,23512.8919,16680.00092,3,27000,Multiple,221.081933,0.78,C12H14O4,222.08921,M-H,43421.34509,75.34519094,0,DTXSID7021780,DTXSID7021780,"Diethyl,phthalate",,CCOC(=O)c1ccccc1C(=O)OCC,"diethyl benzene-1,2-dicarboxylate",C12H14O4,222.089209,VBtoxcast,,,,,,,,,,,,,,,,,,,1,-1.394016,4.579053,8,,,1,0,nurses1,0.73251789,0.142326752,5.146733689,6.47E-07,1,0,neg,0,
